vehicle_id,maintenance_date,downtime_days,predicted_downtime,next_service_date
VEH-02897,2022-08-03,6.3,7.08,2022-11-01
VEH-02898,2022-05-14,5.3,6.59,2022-08-12
VEH-02899,2022-07-27,5.6,6.73,2022-10-25
VEH-02900,2023-08-24,4.5,10.24,2023-11-22
VEH-02900,2022-08-27,12.1,10.24,2022-11-25
VEH-02900,2023-03-01,11.7,10.24,2023-05-30
VEH-02901,2024-02-03,5.1,5.82,2024-05-03
VEH-02901,2022-12-01,6.4,5.82,2023-03-01
VEH-02903,2024-09-01,14.2,10.94,2024-11-30
VEH-02904,2022-03-29,14.8,11.24,2022-06-27
VEH-02905,2024-04-17,14.6,11.14,2024-07-16
VEH-02906,2022-05-09,13.4,10.55,2022-08-07
VEH-02907,2024-11-27,11.8,11.54,2025-02-25
VEH-02907,2024-02-27,11.4,11.54,2024-05-27
VEH-02908,2023-12-27,0.6,4.29,2024-03-26
VEH-02909,2023-01-17,6.9,9.6,2023-04-17
VEH-02909,2024-08-05,14.6,9.6,2024-11-03
VEH-02909,2023-06-23,5.5,9.6,2023-09-21
VEH-02910,2022-09-02,1.4,4.68,2022-12-01
VEH-02911,2024-08-02,3.5,7.25,2024-10-31
VEH-02911,2024-09-13,4.6,7.25,2024-12-12
VEH-02911,2023-12-16,14.1,7.25,2024-03-15
VEH-02912,2022-05-12,5.2,8.12,2022-08-10
VEH-02912,2024-04-08,11.0,8.12,2024-07-07
VEH-02913,2024-12-06,3.3,7.49,2025-03-06
VEH-02913,2023-09-03,11.2,7.49,2023-12-02
VEH-02913,2024-04-08,8.2,7.49,2024-07-07
VEH-02914,2023-06-26,10.2,10.09,2023-09-24
VEH-02914,2023-08-06,11.8,10.09,2023-11-04
VEH-02914,2022-05-15,6.0,10.09,2022-08-13
VEH-02915,2023-03-22,8.7,8.25,2023-06-20
VEH-02916,2024-11-23,2.4,-1.12,2025-02-21
VEH-02916,2023-02-17,0.6,-1.12,2023-05-18
VEH-02916,2022-01-07,2.1,-1.12,2022-04-07
VEH-02917,2024-04-02,8.9,7.64,2024-07-01
VEH-02917,2023-02-09,1.9,7.64,2023-05-10
VEH-02917,2024-08-30,12.2,7.64,2024-11-28
VEH-02918,2022-06-03,10.1,8.94,2022-09-01
VEH-02919,2024-01-18,3.0,5.46,2024-04-17
VEH-02920,2024-03-25,9.9,8.66,2024-06-23
VEH-02920,2024-10-28,7.4,8.66,2025-01-26
VEH-02921,2024-07-20,7.7,7.76,2024-10-18
VEH-02922,2024-08-24,10.4,5.78,2024-11-22
VEH-02922,2024-11-08,0.9,5.78,2025-02-06
VEH-02922,2024-05-04,7.9,5.78,2024-08-02
VEH-02924,2024-06-28,8.3,9.06,2024-09-26
VEH-02924,2022-04-29,12.0,9.06,2022-07-28
VEH-02924,2024-11-24,5.6,9.06,2025-02-22
VEH-02925,2023-05-17,14.5,16.06,2023-08-15
VEH-02925,2022-03-29,12.3,16.06,2022-06-27
VEH-02925,2022-07-23,13.4,16.06,2022-10-21
VEH-02926,2023-04-19,0.9,2.35,2023-07-18
VEH-02926,2024-02-29,4.5,2.35,2024-05-29
VEH-02926,2022-11-05,6.8,2.35,2023-02-03
VEH-02927,2022-03-18,2.4,3.12,2022-06-16
VEH-02927,2023-09-22,3.6,3.12,2023-12-21
VEH-02929,2024-05-21,12.1,9.29,2024-08-19
VEH-02929,2024-07-14,6.5,9.29,2024-10-12
VEH-02930,2023-11-11,8.8,9.68,2024-02-09
VEH-02930,2024-05-23,10.6,9.68,2024-08-21
VEH-02931,2023-03-26,4.0,5.95,2023-06-24
VEH-02932,2024-09-01,13.6,10.65,2024-11-30
VEH-02933,2023-07-12,7.1,7.47,2023-10-10
VEH-02934,2024-12-10,4.5,12.19,2025-03-10
VEH-02934,2024-10-31,14.6,12.19,2025-01-29
VEH-02934,2023-01-28,13.2,12.19,2023-04-28
VEH-02935,2023-01-25,2.4,5.17,2023-04-25
VEH-02936,2023-10-27,12.8,14.3,2024-01-25
VEH-02936,2022-05-08,12.3,14.3,2022-08-06
VEH-02936,2023-11-13,11.5,14.3,2024-02-11
VEH-02937,2023-04-25,2.8,5.36,2023-07-24
VEH-02938,2022-01-06,7.6,7.71,2022-04-06
VEH-02939,2022-11-18,5.9,6.88,2023-02-16
VEH-02940,2022-09-04,2.0,2.88,2022-12-03
VEH-02940,2022-01-07,3.5,2.88,2022-04-07
VEH-02941,2023-04-27,10.3,9.03,2023-07-26
VEH-02942,2023-08-19,1.5,4.54,2023-11-17
VEH-02942,2024-02-04,7.4,4.54,2024-05-04
VEH-02944,2024-02-14,14.6,14.4,2024-05-14
VEH-02944,2022-01-07,13.4,14.4,2022-04-07
VEH-02944,2024-09-07,8.8,14.4,2024-12-06
VEH-02945,2022-02-28,6.4,7.13,2022-05-29
VEH-02947,2023-12-04,6.4,7.13,2024-03-03
VEH-02949,2023-08-24,7.2,9.34,2023-11-22
VEH-02949,2024-11-11,11.5,9.34,2025-02-09
VEH-02950,2024-07-13,12.0,9.87,2024-10-11
VEH-02952,2024-03-16,4.4,8.75,2024-06-14
VEH-02952,2024-05-05,13.1,8.75,2024-08-03
VEH-02953,2023-09-28,6.0,6.93,2023-12-27
VEH-02954,2022-08-25,8.0,2.89,2022-11-23
VEH-02954,2023-08-14,3.3,2.89,2023-11-12
VEH-02954,2023-09-19,2.0,2.89,2023-12-18
VEH-02955,2022-09-05,9.4,9.29,2022-12-04
VEH-02955,2022-11-20,9.2,9.29,2023-02-18
VEH-02956,2023-08-26,1.7,4.82,2023-11-24
VEH-02958,2023-07-17,9.3,7.73,2023-10-15
VEH-02958,2022-03-25,6.1,7.73,2022-06-23
VEH-02959,2022-09-26,3.5,5.71,2022-12-25
VEH-02960,2023-12-15,1.6,4.05,2024-03-14
VEH-02960,2022-08-12,6.3,4.05,2022-11-10
VEH-02961,2024-09-16,12.2,9.15,2024-12-15
VEH-02961,2022-09-21,6.1,9.15,2022-12-20
VEH-02962,2024-08-16,5.3,5.18,2024-11-14
VEH-02962,2022-08-31,4.9,5.18,2022-11-29
VEH-02963,2022-02-18,3.4,4.05,2022-05-19
VEH-02963,2022-10-11,4.5,4.05,2023-01-09
VEH-02964,2023-04-28,11.6,9.67,2023-07-27
VEH-02965,2024-05-23,0.6,-2.0,2024-08-21
VEH-02965,2024-11-27,1.6,-2.0,2025-02-25
VEH-02965,2022-09-08,1.1,-2.0,2022-12-07
VEH-02966,2022-04-19,4.5,5.29,2022-07-18
VEH-02966,2022-04-20,4.5,5.29,2022-07-19
VEH-02966,2024-09-10,9.2,5.29,2024-12-09
VEH-02967,2024-07-31,1.3,7.68,2024-10-29
VEH-02967,2022-07-05,14.0,7.68,2022-10-03
VEH-02969,2022-01-15,14.7,11.89,2022-04-15
VEH-02969,2023-04-13,9.2,11.89,2023-07-12
VEH-02970,2022-02-08,7.5,7.66,2022-05-09
VEH-02972,2024-08-19,8.8,7.97,2024-11-17
VEH-02972,2022-12-22,7.1,7.97,2023-03-22
VEH-02973,2023-09-16,14.7,10.52,2023-12-15
VEH-02973,2022-05-18,6.4,10.52,2022-08-16
VEH-02974,2024-12-16,3.9,9.8,2025-03-16
VEH-02974,2024-03-14,14.1,9.8,2024-06-12
VEH-02974,2024-04-19,9.4,9.8,2024-07-18
VEH-02976,2023-09-13,5.8,6.83,2023-12-12
VEH-02977,2024-09-23,3.8,6.03,2024-12-22
VEH-02977,2023-07-05,9.9,6.03,2023-10-03
VEH-02977,2022-07-31,6.0,6.03,2022-10-29
VEH-02978,2022-03-06,9.4,8.59,2022-06-04
VEH-02979,2024-11-05,12.0,8.61,2025-02-03
VEH-02979,2022-02-08,5.2,8.61,2022-05-09
VEH-02980,2023-12-28,9.2,8.5,2024-03-27
VEH-02982,2022-06-13,3.2,5.56,2022-09-11
VEH-02983,2022-09-30,13.4,10.55,2022-12-29
VEH-02984,2023-10-04,4.4,6.15,2024-01-02
VEH-02987,2024-08-04,1.9,4.92,2024-11-02
VEH-02988,2024-09-10,3.8,5.85,2024-12-09
VEH-02989,2024-06-11,0.8,3.52,2024-09-09
VEH-02989,2023-06-10,6.0,3.52,2023-09-08
VEH-02990,2022-12-25,6.5,4.05,2023-03-25
VEH-02990,2022-01-29,1.4,4.05,2022-04-29
VEH-02991,2023-05-19,2.5,5.22,2023-08-17
VEH-02992,2024-05-26,11.3,8.9,2024-08-24
VEH-02992,2022-05-07,6.5,8.9,2022-08-05
VEH-02993,2024-06-11,1.6,4.78,2024-09-09
VEH-02994,2022-12-21,10.4,9.08,2023-03-21
VEH-02996,2023-03-11,5.5,6.69,2023-06-09
VEH-02999,2022-09-14,9.9,14.25,2022-12-13
VEH-02999,2024-11-12,15.0,14.25,2025-02-10
VEH-02999,2024-07-20,11.6,14.25,2024-10-18
VEH-03000,2024-08-06,11.2,6.31,2024-11-04
VEH-03000,2024-02-06,1.3,6.31,2024-05-06
VEH-03001,2023-10-08,1.6,4.78,2024-01-06
VEH-03002,2024-04-02,9.8,8.79,2024-07-01
VEH-03004,2022-07-16,7.1,7.47,2022-10-14
VEH-03005,2022-11-15,3.9,9.19,2023-02-13
VEH-03005,2024-12-31,14.5,9.19,2025-03-31
VEH-03006,2023-07-10,4.2,7.68,2023-10-08
VEH-03006,2022-05-06,11.1,7.68,2022-08-04
VEH-03007,2022-08-09,1.2,3.47,2022-11-07
VEH-03007,2024-10-13,5.5,3.47,2025-01-11
VEH-03009,2022-02-25,9.7,6.21,2022-05-26
VEH-03009,2023-01-17,2.6,6.21,2023-04-17
VEH-03011,2024-01-17,11.0,10.63,2024-04-16
VEH-03011,2022-10-30,5.9,10.63,2023-01-28
VEH-03011,2024-06-25,12.2,10.63,2024-09-23
VEH-03012,2023-08-16,10.4,9.39,2023-11-14
VEH-03012,2024-10-30,8.4,9.39,2025-01-28
VEH-03013,2023-01-18,8.7,9.31,2023-04-18
VEH-03013,2023-01-04,8.0,9.31,2023-04-04
VEH-03013,2022-05-26,9.7,9.31,2022-08-24
VEH-03014,2023-08-22,11.4,8.71,2023-11-20
VEH-03014,2024-05-09,6.0,8.71,2024-08-07
VEH-03015,2022-01-08,14.1,10.89,2022-04-08
VEH-03016,2024-07-04,1.3,4.63,2024-10-02
VEH-03017,2022-09-28,14.7,11.19,2022-12-27
VEH-03018,2022-04-04,9.0,9.34,2022-07-03
VEH-03018,2024-08-05,9.7,9.34,2024-11-03
VEH-03019,2024-12-27,3.3,5.61,2025-03-27
VEH-03020,2022-03-26,4.2,6.05,2022-06-24
VEH-03021,2022-01-27,8.8,8.3,2022-04-27
VEH-03022,2022-01-01,11.5,9.62,2022-04-01
VEH-03023,2024-09-27,9.5,8.64,2024-12-26
VEH-03024,2022-09-14,11.8,13.26,2022-12-13
VEH-03024,2024-04-30,14.9,13.26,2024-07-29
VEH-03026,2023-03-27,6.6,8.51,2023-06-25
VEH-03026,2022-02-21,10.4,8.51,2022-05-22
VEH-03027,2022-01-24,1.7,4.82,2022-04-24
VEH-03028,2023-03-30,14.8,12.91,2023-06-28
VEH-03028,2022-05-02,11.2,12.91,2022-07-31
VEH-03029,2023-07-03,0.9,4.43,2023-10-01
VEH-03030,2022-10-31,7.6,5.96,2023-01-29
VEH-03030,2022-09-25,4.2,5.96,2022-12-24
VEH-03031,2024-08-29,12.0,6.27,2024-11-27
VEH-03031,2024-05-30,7.1,6.27,2024-08-28
VEH-03031,2022-05-29,1.1,6.27,2022-08-27
VEH-03032,2022-11-26,4.2,6.05,2023-02-24
VEH-03033,2022-08-03,5.5,6.69,2022-11-01
VEH-03034,2023-07-10,8.3,12.59,2023-10-08
VEH-03034,2024-07-19,13.4,12.59,2024-10-17
VEH-03034,2024-03-27,11.4,12.59,2024-06-25
VEH-03035,2024-09-28,0.8,4.38,2024-12-27
VEH-03036,2024-09-16,12.9,8.8,2024-12-15
VEH-03036,2022-11-29,4.7,8.8,2023-02-27
VEH-03037,2023-02-01,9.4,6.11,2023-05-02
VEH-03037,2022-02-23,2.7,6.11,2022-05-24
VEH-03038,2023-12-17,3.4,5.66,2024-03-16
VEH-03039,2023-08-19,2.5,5.22,2023-11-17
VEH-03041,2022-08-02,9.7,8.74,2022-10-31
VEH-03044,2023-01-30,12.1,10.22,2023-04-30
VEH-03044,2024-03-06,8.4,10.22,2024-06-04
VEH-03045,2023-06-13,10.5,9.13,2023-09-11
VEH-03046,2022-06-11,7.8,6.5,2022-09-09
VEH-03046,2023-09-16,5.1,6.5,2023-12-15
VEH-03049,2024-09-17,7.0,7.42,2024-12-16
VEH-03050,2024-11-23,13.5,10.6,2025-02-21
VEH-03051,2024-05-01,2.4,5.17,2024-07-30
VEH-03053,2022-11-08,10.0,8.89,2023-02-06
VEH-03055,2022-05-29,14.1,12.57,2022-08-27
VEH-03055,2024-12-13,11.2,12.57,2025-03-13
VEH-03057,2022-07-26,5.6,9.5,2022-10-24
VEH-03057,2024-05-25,7.3,9.5,2024-08-23
VEH-03057,2023-12-04,13.9,9.5,2024-03-03
VEH-03058,2024-09-14,9.6,8.69,2024-12-13
VEH-03060,2022-03-11,9.9,8.87,2022-06-09
VEH-03060,2022-03-03,0.7,8.87,2022-06-01
VEH-03060,2022-05-07,14.9,8.87,2022-08-05
VEH-03061,2024-02-18,9.9,8.26,2024-05-18
VEH-03061,2024-10-03,6.6,8.26,2025-01-01
VEH-03062,2024-01-11,9.6,7.4,2024-04-10
VEH-03062,2023-04-17,2.3,7.4,2023-07-16
VEH-03062,2024-06-08,10.6,7.4,2024-09-06
VEH-03063,2024-03-25,14.0,10.85,2024-06-23
VEH-03064,2023-12-21,3.4,5.66,2024-03-20
VEH-03066,2024-04-14,1.4,4.68,2024-07-13
VEH-03067,2024-10-18,2.6,2.39,2025-01-16
VEH-03067,2022-07-12,1.9,2.39,2022-10-10
VEH-03068,2023-08-18,4.6,6.24,2023-11-16
VEH-03069,2022-09-25,8.2,8.01,2022-12-24
VEH-03070,2024-12-06,14.3,11.4,2025-03-06
VEH-03070,2023-11-19,8.6,11.4,2024-02-17
VEH-03071,2023-10-02,2.7,7.87,2023-12-31
VEH-03071,2024-06-16,13.0,7.87,2024-09-14
VEH-03072,2023-11-23,11.6,9.67,2024-02-21
VEH-03073,2024-03-16,4.2,6.61,2024-06-14
VEH-03073,2024-06-24,7.3,6.61,2024-09-22
VEH-03073,2023-01-08,9.4,6.61,2023-04-08
VEH-03074,2023-11-10,1.5,4.73,2024-02-08
VEH-03075,2022-05-28,10.5,5.34,2022-08-26
VEH-03075,2023-09-01,0.9,5.34,2023-11-30
VEH-03075,2022-01-15,6.9,5.34,2022-04-15
VEH-03077,2024-12-14,5.0,7.89,2025-03-14
VEH-03077,2024-11-26,10.2,7.89,2025-02-24
VEH-03077,2023-01-02,8.3,7.89,2023-04-02
VEH-03078,2023-02-07,9.7,8.74,2023-05-08
VEH-03081,2023-06-09,14.3,10.99,2023-09-07
VEH-03082,2024-03-03,12.2,9.96,2024-06-01
VEH-03083,2022-08-09,5.6,8.61,2022-11-07
VEH-03083,2022-08-07,11.6,8.61,2022-11-05
VEH-03084,2022-03-08,7.2,7.52,2022-06-06
VEH-03085,2022-06-12,5.0,6.44,2022-09-10
VEH-03086,2023-07-31,2.5,6.6,2023-10-29
VEH-03086,2022-05-31,10.6,6.6,2022-08-29
VEH-03087,2024-02-28,12.6,7.3,2024-05-28
VEH-03087,2022-07-16,8.8,7.3,2022-10-14
VEH-03087,2022-01-29,0.9,7.3,2022-04-29
VEH-03088,2022-12-08,4.3,9.75,2023-03-08
VEH-03088,2024-03-07,10.6,9.75,2024-06-05
VEH-03088,2024-08-09,12.4,9.75,2024-11-07
VEH-03089,2024-07-16,4.0,-0.04,2024-10-14
VEH-03089,2023-10-18,1.1,-0.04,2024-01-16
VEH-03089,2022-01-17,2.2,-0.04,2022-04-17
VEH-03091,2024-11-13,0.5,4.24,2025-02-11
VEH-03093,2023-02-04,6.3,8.9,2023-05-05
VEH-03093,2024-09-08,11.5,8.9,2024-12-07
VEH-03094,2022-01-21,13.0,8.26,2022-04-21
VEH-03094,2024-05-18,3.5,8.26,2024-08-16
VEH-03095,2024-02-15,4.4,8.56,2024-05-15
VEH-03095,2022-05-19,12.7,8.56,2022-08-17
VEH-03096,2024-07-19,10.6,9.18,2024-10-17
VEH-03097,2022-11-13,8.3,7.29,2023-02-11
VEH-03097,2023-09-20,6.2,7.29,2023-12-19
VEH-03098,2023-07-06,1.8,4.87,2023-10-04
VEH-03099,2023-04-16,8.1,9.05,2023-07-15
VEH-03099,2024-07-21,10.0,9.05,2024-10-19
VEH-03100,2022-07-19,0.9,4.43,2022-10-17
VEH-03102,2024-09-26,9.7,8.74,2024-12-25
VEH-03103,2022-06-26,13.2,11.35,2022-09-24
VEH-03103,2022-05-13,9.6,11.35,2022-08-11
VEH-03104,2022-03-28,13.8,10.75,2022-06-26
VEH-03105,2023-07-17,1.7,4.82,2023-10-15
VEH-03106,2022-09-05,5.4,6.86,2022-12-04
VEH-03106,2023-09-09,4.2,6.86,2023-12-08
VEH-03106,2022-12-23,11.8,6.86,2023-03-23
VEH-03107,2023-12-11,7.7,9.88,2024-03-10
VEH-03107,2022-02-13,12.1,9.88,2022-05-14
VEH-03108,2024-10-16,10.0,8.89,2025-01-14
VEH-03109,2024-07-03,9.4,8.59,2024-10-01
VEH-03112,2023-12-06,10.7,8.07,2024-03-05
VEH-03112,2024-05-19,5.4,8.07,2024-08-17
VEH-03113,2022-09-19,4.5,7.43,2022-12-18
VEH-03113,2023-08-24,10.3,7.43,2023-11-22
VEH-03114,2022-10-05,1.1,1.52,2023-01-03
VEH-03114,2022-10-12,1.2,1.52,2023-01-10
VEH-03114,2024-08-26,8.2,1.52,2024-11-24
VEH-03115,2023-08-15,13.5,10.6,2023-11-13
VEH-03116,2024-12-24,10.2,11.3,2025-03-24
VEH-03116,2022-07-13,12.5,11.3,2022-10-11
VEH-03117,2023-07-01,10.3,9.03,2023-09-29
VEH-03119,2022-01-30,2.7,5.31,2022-04-30
VEH-03120,2022-02-01,7.1,7.47,2022-05-02
VEH-03121,2024-06-05,12.8,10.26,2024-09-03
VEH-03122,2023-12-06,5.5,9.34,2024-03-05
VEH-03122,2024-11-08,13.2,9.34,2025-02-06
VEH-03123,2022-02-20,14.5,11.09,2022-05-21
VEH-03124,2024-12-11,14.6,8.8,2025-03-11
VEH-03124,2022-08-17,3.0,8.8,2022-11-15
VEH-03126,2023-06-19,4.1,6.0,2023-09-17
VEH-03127,2024-06-29,4.3,8.36,2024-09-27
VEH-03127,2023-08-10,12.4,8.36,2023-11-08
VEH-03128,2024-02-01,6.1,5.82,2024-05-01
VEH-03128,2024-09-14,5.4,5.82,2024-12-13
VEH-03129,2022-05-15,9.9,7.73,2022-08-13
VEH-03129,2024-12-31,5.5,7.73,2025-03-31
VEH-03130,2022-12-01,4.1,6.0,2023-03-01
VEH-03131,2023-08-15,13.4,12.08,2023-11-13
VEH-03131,2022-06-15,10.9,12.08,2022-09-13
VEH-03132,2024-06-23,3.3,5.61,2024-09-21
VEH-03133,2023-06-25,8.0,7.91,2023-09-23
VEH-03134,2024-06-17,6.5,7.17,2024-09-15
VEH-03135,2024-08-21,4.9,6.39,2024-11-19
VEH-03136,2024-03-10,6.6,7.22,2024-06-08
VEH-03137,2022-07-05,6.1,6.98,2022-10-03
VEH-03138,2024-12-08,11.9,9.44,2025-03-08
VEH-03138,2023-10-14,7.0,9.44,2024-01-12
VEH-03139,2022-02-26,2.4,5.08,2022-05-27
VEH-03139,2022-02-10,7.6,5.08,2022-05-11
VEH-03140,2022-10-14,9.5,8.64,2023-01-12
VEH-03141,2024-05-17,13.1,10.37,2024-08-15
VEH-03141,2022-12-16,7.7,10.37,2023-03-16
VEH-03142,2024-07-12,10.6,10.86,2024-10-10
VEH-03142,2023-12-15,11.2,10.86,2024-03-14
VEH-03143,2023-11-03,12.3,10.01,2024-02-01
VEH-03144,2022-04-25,12.6,9.99,2022-07-24
VEH-03144,2022-07-28,7.2,9.99,2022-10-26
VEH-03144,2023-11-13,8.0,9.99,2024-02-11
VEH-03145,2023-02-16,2.7,7.04,2023-05-17
VEH-03145,2024-08-09,11.3,7.04,2024-11-07
VEH-03146,2024-02-18,12.5,6.55,2024-05-18
VEH-03146,2023-03-02,0.5,6.55,2023-05-31
VEH-03148,2023-03-03,1.6,2.44,2023-06-01
VEH-03148,2023-01-03,3.0,2.44,2023-04-03
VEH-03149,2022-07-13,9.8,6.65,2022-10-11
VEH-03149,2023-12-20,3.4,6.65,2024-03-19
VEH-03150,2024-11-05,11.3,9.52,2025-02-03
VEH-03151,2024-01-15,13.3,8.02,2024-04-14
VEH-03151,2023-05-19,2.7,8.02,2023-08-17
VEH-03153,2023-06-10,14.0,17.24,2023-09-08
VEH-03153,2022-04-04,14.9,17.24,2022-07-03
VEH-03153,2022-01-09,13.7,17.24,2022-04-09
VEH-03154,2024-08-27,1.2,7.43,2024-11-25
VEH-03154,2022-03-15,13.6,7.43,2022-06-13
VEH-03158,2023-03-25,6.3,7.08,2023-06-23
VEH-03161,2024-01-30,2.7,7.38,2024-04-29
VEH-03161,2023-03-06,12.0,7.38,2023-06-04
VEH-03162,2022-03-31,14.4,11.04,2022-06-29
VEH-03163,2024-12-10,11.1,7.92,2025-03-10
VEH-03163,2024-04-11,4.7,7.92,2024-07-10
VEH-03164,2023-05-31,7.1,6.7,2023-08-29
VEH-03164,2022-02-01,6.2,6.7,2022-05-02
VEH-03165,2024-11-22,5.2,5.03,2025-02-20
VEH-03165,2024-10-14,4.7,5.03,2025-01-12
VEH-03166,2023-06-01,4.0,5.95,2023-08-30
VEH-03167,2022-08-04,7.3,2.06,2022-11-02
VEH-03167,2023-05-20,1.6,2.06,2023-08-18
VEH-03167,2023-09-09,2.7,2.06,2023-12-08
VEH-03168,2022-08-11,8.5,8.15,2022-11-09
VEH-03169,2023-07-07,14.0,8.41,2023-10-05
VEH-03169,2022-10-07,2.8,8.41,2023-01-05
VEH-03170,2023-05-07,2.4,5.78,2023-08-05
VEH-03170,2022-01-31,7.0,5.78,2022-05-01
VEH-03170,2022-11-26,9.8,5.78,2023-02-24
VEH-03171,2022-07-16,2.8,3.12,2022-10-14
VEH-03171,2024-02-19,3.2,3.12,2024-05-19
VEH-03172,2024-11-29,12.1,12.96,2025-02-27
VEH-03172,2022-04-25,14.0,12.96,2022-07-24
VEH-03175,2024-02-09,3.2,5.56,2024-05-09
VEH-03176,2022-03-23,13.5,8.36,2022-06-21
VEH-03176,2024-02-11,3.2,8.36,2024-05-11
VEH-03177,2023-11-16,2.9,4.46,2024-02-14
VEH-03177,2024-09-30,2.6,4.46,2024-12-29
VEH-03177,2024-08-21,11.0,4.46,2024-11-19
VEH-03180,2023-09-08,6.8,7.32,2023-12-07
VEH-03182,2022-12-06,12.9,10.31,2023-03-06
VEH-03183,2024-12-05,14.0,9.75,2025-03-05
VEH-03183,2022-12-01,0.9,9.75,2023-03-01
VEH-03183,2024-09-20,12.4,9.75,2024-12-19
VEH-03184,2022-07-16,5.0,5.52,2022-10-14
VEH-03184,2023-01-15,5.9,5.52,2023-04-15
VEH-03185,2022-02-23,3.8,7.24,2022-05-24
VEH-03185,2022-03-12,10.6,7.24,2022-06-10
VEH-03186,2023-02-07,13.9,10.8,2023-05-08
VEH-03187,2023-04-25,14.2,12.82,2023-07-24
VEH-03187,2022-06-13,11.6,12.82,2022-09-11
VEH-03188,2023-11-28,5.5,4.4,2024-02-26
VEH-03188,2023-01-15,3.1,4.4,2023-04-15
VEH-03190,2022-01-29,6.6,5.77,2022-04-29
VEH-03190,2024-06-11,4.8,5.77,2024-09-09
VEH-03191,2023-08-07,9.5,7.94,2023-11-05
VEH-03191,2023-05-27,1.1,7.94,2023-08-25
VEH-03191,2022-10-07,13.0,7.94,2023-01-05
VEH-03193,2022-12-20,5.9,9.54,2023-03-20
VEH-03193,2022-07-31,13.2,9.54,2022-10-29
VEH-03194,2024-04-20,2.6,5.27,2024-07-19
VEH-03195,2024-07-01,14.0,10.85,2024-09-29
VEH-03196,2022-04-12,1.0,6.89,2022-07-11
VEH-03196,2024-05-18,12.7,6.89,2024-08-16
VEH-03197,2023-02-11,4.4,4.15,2023-05-12
VEH-03197,2022-10-15,3.7,4.15,2023-01-13
VEH-03198,2023-03-02,13.4,10.55,2023-05-31
VEH-03199,2023-01-25,5.4,9.44,2023-04-25
VEH-03199,2024-12-28,13.5,9.44,2025-03-28
VEH-03200,2023-05-09,5.8,7.19,2023-08-07
VEH-03200,2023-07-19,8.5,7.19,2023-10-17
VEH-03201,2024-06-09,2.9,7.09,2024-09-07
VEH-03201,2023-04-22,11.2,7.09,2023-07-21
VEH-03202,2024-12-09,11.1,9.43,2025-03-09
VEH-03203,2022-10-04,0.6,4.35,2023-01-02
VEH-03203,2023-09-01,7.9,4.35,2023-11-30
VEH-03204,2022-02-10,1.5,6.06,2022-05-11
VEH-03204,2022-05-07,10.5,6.06,2022-08-05
VEH-03205,2022-12-21,3.5,2.68,2023-03-21
VEH-03205,2023-08-16,1.6,2.68,2023-11-14
VEH-03206,2022-03-24,12.1,9.92,2022-06-22
VEH-03208,2022-01-20,8.1,7.96,2022-04-20
VEH-03209,2023-10-11,11.7,9.88,2024-01-09
VEH-03209,2024-01-03,8.1,9.88,2024-04-02
VEH-03210,2022-05-28,5.6,4.3,2022-08-26
VEH-03210,2022-09-27,2.8,4.3,2022-12-26
VEH-03211,2023-04-17,14.5,10.97,2023-07-16
VEH-03211,2022-08-29,11.0,10.97,2022-11-27
VEH-03211,2023-06-09,4.3,10.97,2023-09-07
VEH-03212,2024-03-15,0.7,4.34,2024-06-13
VEH-03213,2024-10-18,2.3,2.88,2025-01-16
VEH-03213,2024-10-14,3.2,2.88,2025-01-12
VEH-03214,2024-06-17,8.4,8.1,2024-09-15
VEH-03215,2023-10-20,8.5,8.15,2024-01-18
VEH-03216,2022-03-12,2.4,1.71,2022-06-10
VEH-03216,2023-04-26,0.7,1.71,2023-07-25
VEH-03217,2022-06-02,10.7,9.23,2022-08-31
VEH-03219,2022-05-01,10.9,11.79,2022-07-30
VEH-03219,2022-08-15,12.8,11.79,2022-11-13
VEH-03221,2024-11-23,4.9,6.39,2025-02-21
VEH-03222,2023-11-18,12.1,7.43,2024-02-16
VEH-03222,2023-01-28,2.7,7.43,2023-04-28
VEH-03224,2023-06-18,14.1,13.55,2023-09-16
VEH-03224,2024-03-17,13.2,13.55,2024-06-15
VEH-03226,2023-11-16,11.1,8.9,2024-02-14
VEH-03226,2022-10-31,6.7,8.9,2023-01-29
VEH-03227,2024-10-16,7.1,5.83,2025-01-14
VEH-03227,2022-05-17,10.5,5.83,2022-08-15
VEH-03227,2023-05-30,1.7,5.83,2023-08-28
VEH-03228,2023-01-27,3.1,5.51,2023-04-27
VEH-03229,2023-05-25,10.8,9.28,2023-08-23
VEH-03230,2022-02-03,13.8,13.4,2022-05-04
VEH-03230,2022-08-28,13.2,13.4,2022-11-26
VEH-03231,2024-05-07,14.7,12.91,2024-08-05
VEH-03231,2023-07-09,11.3,12.91,2023-10-07
VEH-03232,2024-09-04,6.5,7.17,2024-12-03
VEH-03233,2024-05-04,9.0,9.39,2024-08-02
VEH-03233,2022-04-01,9.8,9.39,2022-06-30
VEH-03234,2024-05-26,8.1,7.96,2024-08-24
VEH-03235,2022-03-17,1.3,9.01,2022-06-15
VEH-03235,2022-03-30,10.5,9.01,2022-06-28
VEH-03235,2022-03-15,14.0,9.01,2022-06-13
VEH-03237,2022-06-09,12.7,10.21,2022-09-07
VEH-03238,2023-03-09,5.9,4.15,2023-06-07
VEH-03238,2022-03-28,2.2,4.15,2022-06-26
VEH-03239,2022-08-13,8.1,7.96,2022-11-11
VEH-03240,2023-05-01,4.5,6.2,2023-07-30
