vehicle_id,now_incident_count,now_total_claim_amt_inr,now_total_downtime_inc_days,now_total_repair_cost_inr,future_incident_count,future_total_claim_amt_inr,future_total_downtime_inc_days,future_total_repair_cost_inr
VEH-02183,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02184,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02185,2,126267.77,8.6,91155.12,4,153933.4,9.4,105646.39
VEH-02186,1,9950.4,0.8,13283.92,3,11814.52,0.9,16527.39
VEH-02187,1,63809.13,1.6,10380.33,1,77828.66,1.9,13806.48
VEH-02188,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02189,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02190,4,278990.1,19.4,31842.65,4,355465.79,26.2,42312.29
VEH-02191,2,107460.96,7.5,38466.52,4,113853.72,9.0,50063.45
VEH-02192,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02193,1,28189.79,2.2,59817.87,3,34826.78,2.3,72826.75
VEH-02194,1,13368.67,0.5,19405.3,1,14239.3,0.7,22126.67
VEH-02195,1,49555.9,3.1,55692.39,1,56052.04,4.3,72992.48
VEH-02196,1,74391.54,2.5,18161.56,2,84813.1,3.1,22173.48
VEH-02197,1,24827.76,1.6,19192.3,1,31236.76,2.2,22373.46
VEH-02198,2,41364.61,5.4,113009.49,2,44248.52,6.0,127696.86
VEH-02199,1,53936.01,1.7,5414.55,2,60787.08,2.2,7155.06
VEH-02200,2,72334.97,7.7,72937.17,3,78235.71,8.7,94530.52
VEH-02201,2,139360.96,9.5,30394.61,4,157509.49,11.3,38502.7
VEH-02202,3,94812.73,6.0,141501.66,5,114322.3,7.3,167875.01
VEH-02203,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02204,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02205,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02206,5,367072.02,4.5,115820.26,7,392876.1,4.8,156300.48
VEH-02207,2,57501.67,1.6,106393.85,2,71767.35,2.0,116913.14
VEH-02208,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02209,1,77004.07,1.0,21217.02,1,95945.24,1.2,25346.5
VEH-02210,1,32573.35,1.3,32428.1,1,39177.55,1.5,40880.37
VEH-02211,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02212,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02213,6,342493.76,7.7,293814.83,8,362285.79,9.5,327394.88
VEH-02214,1,70999.66,3.1,38034.01,1,89907.05,3.8,48340.09
VEH-02215,5,150048.03,11.6,75658.96,7,189248.19,13.3,90392.25
VEH-02216,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02217,1,37786.17,4.6,32030.8,1,48238.58,5.2,37485.28
VEH-02218,3,232973.87,14.0,67375.76,3,248792.55,15.6,78044.39
VEH-02219,1,21720.82,4.0,12646.82,2,25777.8,4.2,14788.47
VEH-02220,3,126753.35,7.3,89386.29,4,144074.46,9.3,96111.65
VEH-02221,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02222,1,64232.06,4.9,58184.37,2,80847.49,6.7,69502.17
VEH-02223,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02224,1,19233.73,4.3,27025.73,3,20770.48,5.3,30603.31
VEH-02225,1,8546.67,0.7,48776.85,2,9547.46,0.8,54554.71
VEH-02226,1,32197.38,4.7,35823.22,1,35834.7,6.0,42930.39
VEH-02227,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02228,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02229,1,33543.22,1.8,37279.07,2,36062.81,1.9,41955.41
VEH-02230,2,83571.44,5.6,93865.22,4,91026.88,7.1,104319.01
VEH-02231,1,39888.78,3.7,48563.11,1,47436.8,4.1,53338.98
VEH-02232,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02233,2,141086.84,10.0,61603.81,3,163894.19,10.7,80607.59
VEH-02234,5,208207.39,8.2,291828.12,6,254096.01,10.2,341426.97
VEH-02235,1,39777.86,1.4,29457.26,2,42012.53,1.8,31269.44
VEH-02236,1,31791.56,4.0,6036.03,3,35895.39,4.7,7575.06
VEH-02237,2,56697.43,8.5,62614.32,2,72007.43,10.3,81588.01
VEH-02238,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02239,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02240,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02241,1,76255.43,3.2,27200.94,1,91626.33,3.8,32139.49
VEH-02242,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02243,1,29581.09,4.1,12755.42,1,35765.47,5.1,14924.14
VEH-02244,1,20166.71,1.2,10343.89,2,26119.86,1.4,12751.68
VEH-02245,1,30628.95,3.4,56799.34,3,36991.06,3.9,76353.36
VEH-02246,2,110568.75,9.2,72413.33,2,134290.52,9.8,97413.19
VEH-02247,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02248,2,48752.91,8.1,97090.07,3,53671.47,9.4,121155.53
VEH-02249,5,358848.96,6.5,93263.1,5,381450.79,7.0,109881.91
VEH-02250,3,57746.31,4.3,116813.47,5,66059.58,5.9,143236.46
VEH-02251,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02252,1,68986.18,3.5,13213.44,3,86329.51,4.6,14000.97
VEH-02253,3,159984.39,8.0,162856.8,4,186241.73,10.1,195349.78
VEH-02254,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02255,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02256,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02257,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02258,1,57307.13,0.8,24752.07,3,69459.06,1.0,30325.06
VEH-02259,1,45286.85,2.1,21819.75,3,49131.5,2.3,24377.16
VEH-02260,1,27881.08,2.3,44765.68,1,34966.47,2.9,50436.79
VEH-02261,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02262,3,180287.29,6.3,58420.49,4,231012.95,8.6,76282.77
VEH-02263,2,24063.54,1.4,113107.94,3,29539.7,1.5,145730.27
VEH-02264,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02265,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02266,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02267,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02268,2,35720.94,6.9,76482.34,4,40582.83,7.6,102534.88
VEH-02269,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02270,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02271,1,6240.94,1.6,19457.23,3,6968.89,2.0,24812.38
VEH-02272,1,5040.53,1.4,39918.83,2,5999.89,1.6,49276.23
VEH-02273,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02274,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02275,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02276,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02277,2,71559.82,6.2,104966.6,3,90397.22,8.6,130140.23
VEH-02278,2,148026.84,4.0,104224.63,4,190604.21,4.3,128127.78
VEH-02279,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02280,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02281,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02282,1,71405.98,2.1,43655.84,2,90046.75,2.3,56203.31
VEH-02283,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02284,1,20190.36,2.6,5349.99,3,23145.2,3.6,6841.31
VEH-02285,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02286,1,27237.95,1.3,49075.73,2,28787.24,1.6,57986.66
VEH-02287,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02288,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02289,1,55785.7,4.1,31757.28,3,61315.58,4.6,36842.66
VEH-02290,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02291,1,71273.54,3.9,49512.9,3,89268.53,4.4,57711.11
VEH-02292,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02293,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02294,1,60453.07,4.8,31589.86,3,71742.17,6.4,33180.72
VEH-02295,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02296,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02297,3,152853.85,2.8,54003.32,4,165120.12,3.1,62341.58
VEH-02298,1,37448.13,3.6,22814.19,3,44761.93,4.5,27620.19
VEH-02299,2,18644.27,8.8,85881.91,4,23612.7,12.1,103536.86
VEH-02300,2,85901.77,5.5,76312.73,3,100736.06,7.7,91930.97
VEH-02301,2,117791.3,3.8,6245.44,3,126588.13,4.6,7732.25
VEH-02302,2,54152.99,4.0,6318.13,2,58658.25,4.6,8117.33
VEH-02303,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02304,4,274445.32,19.7,140430.97,6,337137.67,21.3,178007.59
VEH-02305,1,30576.31,4.0,23970.11,1,36264.45,5.2,30457.11
VEH-02306,2,80746.32,1.5,65087.78,2,85321.72,1.8,80699.63
VEH-02307,1,17627.6,3.1,12211.48,1,19327.81,3.5,14653.25
VEH-02308,1,68499.97,2.2,3406.31,2,72137.26,2.7,4388.63
VEH-02309,3,155949.7,13.2,122634.48,4,172063.11,16.3,157352.74
VEH-02310,1,36008.2,4.2,17959.05,1,39737.95,4.5,21743.59
VEH-02311,1,45255.28,1.5,58379.27,1,50700.99,1.9,78098.41
VEH-02312,1,7350.02,4.0,45758.48,1,8854.63,4.4,51145.8
VEH-02313,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02314,3,136088.43,12.6,175156.97,3,150555.23,16.3,191917.57
VEH-02315,2,133006.64,4.5,61993.21,2,156062.41,5.7,77072.47
VEH-02316,1,77146.12,2.3,10385.07,3,93948.23,2.6,11852.52
VEH-02317,2,49097.16,4.6,97807.46,2,61901.39,5.5,130859.17
VEH-02318,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02319,2,43636.27,4.6,27400.28,4,49412.84,6.2,29622.79
VEH-02320,1,6330.92,2.1,27593.56,2,7650.64,2.7,32870.75
VEH-02321,1,11062.66,2.5,49380.22,1,13300.17,3.1,57010.1
VEH-02322,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02323,2,85272.04,8.9,23411.68,4,94496.27,12.2,29726.54
VEH-02324,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02325,2,92431.56,2.2,9299.25,3,110906.12,3.0,11228.45
VEH-02326,1,70038.39,3.2,26367.18,2,86812.85,4.4,27959.92
VEH-02327,2,58431.0,6.2,39082.79,2,73471.59,8.6,45024.95
VEH-02328,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02329,1,14116.28,1.4,3543.75,1,18232.25,1.7,4694.01
VEH-02330,2,138847.32,1.2,33403.35,2,177166.23,1.5,36250.76
VEH-02331,1,10751.75,2.1,28442.3,1,13950.43,2.2,31285.37
VEH-02332,1,68824.2,2.1,20639.47,1,83672.33,2.5,27786.07
VEH-02333,1,75897.05,4.2,13791.72,2,90372.91,4.7,14612.2
VEH-02334,3,189704.1,2.4,137858.58,3,226340.56,3.0,165193.82
VEH-02335,1,15548.32,2.5,17146.99,2,19594.21,3.1,21290.73
VEH-02336,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02337,4,163973.19,8.5,99029.93,4,189161.7,9.7,108213.02
VEH-02338,3,221520.64,14.0,106862.82,3,240543.02,16.2,125157.21
VEH-02339,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02340,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02341,1,38676.06,2.6,49034.93,3,41796.67,3.5,57943.21
VEH-02342,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02343,1,52296.77,3.9,13213.51,1,65863.85,4.9,14432.35
VEH-02344,1,57848.44,0.6,44819.54,3,61381.7,0.7,52434.58
VEH-02345,1,25095.6,4.4,43924.74,3,28555.09,5.4,52873.97
VEH-02346,1,17133.83,4.3,54915.89,3,20007.51,4.9,61142.12
VEH-02347,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02348,1,72140.97,2.3,43533.67,3,82370.36,2.8,46829.27
VEH-02349,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02350,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02351,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02352,2,28389.18,8.0,22530.94,4,35572.98,10.8,27812.7
VEH-02353,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02354,2,42298.06,5.5,31377.31,2,46962.98,6.2,38096.65
VEH-02355,1,71433.31,2.1,41075.06,1,88845.35,2.4,47482.73
VEH-02356,2,125970.04,7.6,38637.52,2,161229.45,10.2,50478.06
VEH-02357,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02358,2,27143.04,6.8,104553.08,3,30460.43,8.1,109972.66
VEH-02359,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02360,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02361,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02362,1,31975.08,4.9,14213.22,3,33945.4,5.8,17415.58
VEH-02363,2,30848.89,9.6,21916.38,4,38566.17,10.2,28303.14
VEH-02364,2,84621.98,4.4,7343.39,4,96215.95,5.9,9264.81
VEH-02365,1,6504.49,4.8,22215.93,1,8098.63,6.7,29201.34
VEH-02366,3,97903.94,8.3,57428.99,3,116640.17,9.1,62136.34
VEH-02367,1,61851.07,2.4,44286.57,3,73246.27,3.4,49938.45
VEH-02368,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02369,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02370,2,131146.03,6.7,38166.17,4,147758.52,8.8,44674.64
VEH-02371,1,70257.7,1.5,54561.54,3,78258.38,2.0,63857.0
VEH-02372,1,66231.77,1.5,26579.21,1,76823.32,1.9,33439.21
VEH-02373,1,46632.87,2.9,26061.11,2,59000.42,4.0,34807.04
VEH-02374,2,36409.67,1.4,12200.12,4,40355.12,1.8,16468.14
VEH-02375,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02376,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02377,4,151118.45,11.8,38256.79,5,188776.17,12.8,44286.89
VEH-02378,2,26755.06,7.0,64736.49,2,28093.35,9.0,75160.81
VEH-02379,1,69667.49,2.1,48211.35,3,75723.43,2.8,64079.86
VEH-02380,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02381,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02382,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02383,3,117260.48,7.8,167084.5,5,123665.15,9.3,209260.38
VEH-02384,1,30443.91,4.5,3949.87,2,33589.63,5.3,5077.84
VEH-02385,2,51327.23,5.0,108031.55,2,59817.51,6.9,128149.78
VEH-02386,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02387,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02388,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02389,1,31100.61,4.1,26896.07,3,32781.7,5.4,34826.62
VEH-02390,2,149793.83,2.4,25649.89,2,161464.49,2.9,29091.3
VEH-02391,1,13406.8,1.7,12841.68,1,15512.52,2.1,14371.18
VEH-02392,1,17309.05,1.1,46947.33,2,21125.38,1.2,60877.97
VEH-02393,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02394,3,29828.18,9.0,126899.52,5,38608.02,11.7,139888.43
VEH-02395,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02396,1,52245.76,3.7,45883.17,3,60950.55,5.0,49616.38
VEH-02397,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02398,1,39059.65,4.1,50340.55,1,50624.92,4.7,55166.67
VEH-02399,1,8291.74,2.4,22227.31,3,10589.14,2.7,27308.24
VEH-02400,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02401,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02402,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02403,4,212012.06,18.0,237840.99,4,273412.87,20.3,262994.72
VEH-02404,4,191396.83,7.6,173848.55,6,241753.79,8.8,196033.94
VEH-02405,1,12508.36,1.6,14506.83,2,14586.99,1.8,16453.76
VEH-02406,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02407,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02408,2,83441.76,5.4,111288.21,3,108447.06,6.7,127962.78
VEH-02409,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02410,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02411,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02412,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02413,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02414,3,156448.14,7.2,179772.85,3,171684.26,10.0,202960.4
VEH-02415,1,77740.7,4.8,35785.81,3,86241.5,5.7,41857.12
VEH-02416,2,139499.45,3.2,89541.18,4,180880.17,3.9,101251.97
VEH-02417,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02418,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02419,2,50264.07,3.0,68647.5,2,53577.39,3.5,84877.91
VEH-02420,2,46188.84,6.6,96556.55,4,48805.56,7.6,110352.59
VEH-02421,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02422,3,218235.0,2.8,117612.26,5,282157.47,3.0,128470.93
VEH-02423,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02424,5,50462.19,2.9,279395.39,6,62478.41,3.2,327516.2
VEH-02425,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02426,1,7820.76,4.4,43109.12,1,9013.68,5.8,56282.39
VEH-02427,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02428,3,40873.54,5.8,95917.09,4,48778.42,7.9,122667.6
VEH-02429,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02430,1,29255.78,1.8,57460.86,1,34650.83,2.2,68446.25
VEH-02431,1,67134.18,4.0,53148.56,1,78085.97,4.5,70322.81
VEH-02432,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02433,1,38414.02,2.5,7297.25,3,42019.39,2.8,8898.62
VEH-02434,1,32084.4,2.7,48456.81,1,36300.93,3.5,60547.66
VEH-02435,1,67641.36,2.0,38538.91,3,81764.38,2.4,47516.24
VEH-02436,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02437,3,45648.77,10.2,10626.11,5,50383.68,11.2,11175.85
VEH-02438,1,59412.6,3.7,50688.33,3,72098.93,4.8,55861.2
VEH-02439,1,22051.59,2.6,17464.84,1,26547.96,3.3,20216.46
VEH-02440,1,15663.91,0.7,30172.49,2,17362.7,1.0,36675.02
VEH-02441,1,72444.56,2.5,41566.98,2,91944.51,3.1,45193.41
VEH-02442,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02443,2,44248.84,7.0,13203.58,4,54477.31,7.4,16512.62
VEH-02444,1,15374.93,3.2,40314.64,2,18412.95,3.7,49730.29
VEH-02445,3,169410.17,13.4,172924.25,3,184246.98,18.2,197897.12
VEH-02446,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02447,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02448,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02449,3,76521.69,4.9,138510.14,4,97813.94,6.2,175345.06
VEH-02450,2,68827.78,6.8,86393.18,4,73959.76,8.1,114900.1
VEH-02451,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02452,1,61085.34,4.8,30398.48,3,79025.55,6.1,33162.32
VEH-02453,3,166365.51,3.3,55219.57,4,201173.0,4.2,73117.25
VEH-02454,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02455,2,52703.9,4.9,65867.95,4,65168.8,6.3,88488.79
VEH-02456,1,46679.61,4.1,28852.11,3,52229.57,4.4,34839.01
VEH-02457,1,59816.43,2.9,39614.04,2,71043.95,3.3,52305.0
VEH-02458,2,121601.56,6.0,76793.95,2,129292.35,6.7,89823.65
VEH-02459,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02460,3,23364.05,3.8,18485.17,4,29479.04,4.9,22676.88
VEH-02461,3,91619.28,7.7,162535.97,4,97295.2,9.0,175089.96
VEH-02462,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02463,1,61838.81,3.0,57395.4,1,70402.83,4.1,68237.14
VEH-02464,1,77583.98,1.1,49245.04,2,92648.62,1.3,65213.5
VEH-02465,2,132892.98,9.8,59473.34,2,147175.63,10.6,72306.27
VEH-02466,2,54658.56,6.3,83090.02,3,68581.92,8.7,99028.18
VEH-02467,2,87018.32,2.3,33728.26,4,100645.91,2.9,39616.05
VEH-02468,4,242048.39,16.5,92302.86,6,287741.23,19.6,114061.62
VEH-02469,1,9123.57,3.7,21659.69,1,11700.66,4.3,24338.91
VEH-02470,2,116691.86,3.0,28449.52,4,127739.98,3.8,32687.98
VEH-02471,2,12871.41,9.6,13024.08,2,16443.27,12.3,15408.47
VEH-02472,1,48625.63,1.1,14811.71,1,54463.05,1.4,17642.22
VEH-02473,2,131554.65,8.6,97314.56,3,151572.64,9.6,102309.63
VEH-02474,2,156955.58,7.3,100250.63,2,183316.88,10.0,106654.65
VEH-02475,1,30051.5,3.4,34345.46,3,31928.7,4.5,43496.91
VEH-02476,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02477,3,67220.77,13.6,177120.54,5,75199.79,17.8,221716.85
VEH-02478,2,16084.98,2.2,102447.33,3,17677.19,2.4,123248.68
VEH-02479,4,256694.0,15.6,108716.55,6,273500.51,20.9,138878.41
VEH-02480,2,143082.95,6.5,43381.34,3,151712.23,7.6,47371.75
VEH-02481,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02482,3,231327.58,12.4,155114.94,5,278747.87,14.7,178576.53
VEH-02483,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02484,1,23703.59,0.8,58150.8,3,30281.03,0.9,62292.94
VEH-02485,2,84724.76,3.3,10756.93,2,92436.71,4.4,14041.38
VEH-02486,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02487,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02488,1,24142.54,3.1,36348.97,2,29815.19,3.6,47659.02
VEH-02489,1,72489.35,2.7,58921.77,1,93828.87,3.3,77825.78
VEH-02490,1,26145.88,2.4,48013.58,1,33069.57,2.5,50876.54
VEH-02491,3,63716.83,12.7,103653.68,3,74138.97,15.4,122304.31
VEH-02492,1,35187.16,4.7,15632.43,2,42184.72,6.2,16955.32
VEH-02493,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02494,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02495,2,135303.41,3.4,109120.32,3,171525.02,3.7,131148.66
VEH-02496,1,70201.15,0.8,42868.53,2,81887.33,1.1,54451.75
VEH-02497,2,108632.86,9.2,69508.91,3,125839.83,12.1,81726.61
VEH-02498,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02499,1,73372.6,4.1,32858.92,3,79921.76,4.5,36538.14
VEH-02500,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02501,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02502,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02503,2,64039.55,5.8,69508.73,3,81708.49,6.1,77495.62
VEH-02504,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02505,4,79208.38,8.7,49115.69,5,83244.88,9.5,66082.07
VEH-02506,1,49229.98,0.5,42594.69,3,60819.2,0.6,46249.37
VEH-02507,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02508,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02509,2,114359.89,1.4,103912.03,3,139628.89,1.8,120781.91
VEH-02510,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02511,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02512,1,8440.56,3.0,58250.34,3,10060.14,4.1,78334.7
VEH-02513,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02514,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02515,1,71610.74,1.6,22862.41,2,87996.1,1.8,30126.28
VEH-02516,1,63748.51,1.5,47964.4,1,79743.99,1.7,54544.33
VEH-02517,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02518,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02519,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02520,2,69298.28,7.8,100957.09,3,85564.11,8.8,111708.1
VEH-02521,1,10204.4,1.6,11066.04,3,12759.7,1.9,12564.44
VEH-02522,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02523,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02524,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02525,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02526,1,64874.33,4.8,50348.45,2,80965.44,6.2,61373.89
VEH-02527,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02528,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02529,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02530,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02531,2,145388.4,5.9,79906.63,2,177519.28,6.9,88478.73
VEH-02532,2,86711.78,2.4,107295.25,3,99680.07,2.6,116964.03
VEH-02533,1,48600.71,4.9,56783.94,3,58531.31,6.8,61302.89
VEH-02534,2,113126.02,2.3,113167.63,4,144456.64,3.0,149920.4
VEH-02535,2,83646.42,7.2,29542.56,2,89488.54,9.7,31961.27
VEH-02536,1,58929.45,2.3,39704.97,1,70169.54,3.2,47428.77
VEH-02537,1,37651.28,4.8,42822.1,1,46414.17,5.3,53282.65
VEH-02538,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02539,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-02540,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02541,1,76127.59,0.8,41051.1,1,95972.9,1.1,46387.84
VEH-02542,1,61178.45,1.2,35490.24,1,76306.45,1.6,40802.58
VEH-02543,2,14266.17,1.6,15642.44,3,17952.0,2.1,17299.61
VEH-02544,1,36355.35,3.0,57418.43,1,45567.18,3.2,73008.94
VEH-02545,4,294158.43,18.4,207919.43,6,370493.85,24.4,279707.03
VEH-02546,3,210376.97,6.3,174710.16,3,223704.0,6.9,234868.56
VEH-02547,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02548,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-02549,4,182089.6,15.7,166993.03,5,209564.27,17.2,197858.99
VEH-02550,3,197101.83,8.3,152987.91,3,221377.3,9.2,183273.31
VEH-02551,1,36073.43,2.0,17657.4,2,44639.94,2.6,18874.26
VEH-02552,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-02553,1,51763.93,3.5,58693.06,3,66430.16,4.4,75874.7
