maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_code,cost_inr,downtime_days,description,now_maint_count,now_total_maint_cost,now_avg_parts_cost,now_avg_labor_cost,now_total_downtime_days,future_maint_count,future_total_maint_cost,future_avg_parts_cost,future_avg_labor_cost,future_total_downtime_days
MNT-001215,VEH-00846,2022-06-24,Overhaul,CM-002,300.0,4.1,Radiator flush,1,300.0,165.0,135.0,4.1,1,392.43,181.5,148.5,5.3
MNT-001216,VEH-00847,2023-04-06,Preventive,PM-001,300.0,12.9,Annual safety inspection,3,900.0,165.0,135.0,31.1,3,1049.61,181.5,148.5,41.0
MNT-001217,VEH-00847,2024-09-17,Preventive,PM-002,300.0,6.4,Battery check and replacement,3,900.0,165.0,135.0,31.1,3,1012.24,181.5,148.5,41.0
MNT-001218,VEH-00847,2024-08-15,Overhaul,CM-001,300.0,11.8,Suspension overhaul,3,900.0,165.0,135.0,31.1,3,1173.73,181.5,148.5,41.0
MNT-001219,VEH-00848,2022-05-12,Inspection,CM-002,300.0,7.9,Clutch adjustment,1,300.0,165.0,135.0,7.9,1,388.91,181.5,148.5,12.0
MNT-001220,VEH-00851,2022-10-17,Overhaul,PM-002,300.0,11.1,Annual safety inspection,1,300.0,165.0,135.0,11.1,1,354.59,181.5,148.5,13.3
MNT-001221,VEH-00852,2023-04-14,Overhaul,CM-001,300.0,9.1,Hydraulic system check,2,600.0,165.0,135.0,16.0,2,831.16,181.5,148.5,17.9
MNT-001222,VEH-00852,2024-03-24,Overhaul,PM-002,300.0,6.9,Emergency breakdown repair,2,600.0,165.0,135.0,16.0,2,687.19,181.5,148.5,17.9
MNT-001223,VEH-00853,2024-06-10,Inspection,PM-002,300.0,5.7,Chassis lubrication,2,600.0,165.0,135.0,10.4,3,737.82,181.5,148.5,14.6
MNT-001224,VEH-00853,2024-07-13,Inspection,PM-001,300.0,4.7,Tyre rotation and alignment,2,600.0,165.0,135.0,10.4,3,829.85,181.5,148.5,14.6
MNT-001225,VEH-00854,2024-02-04,Corrective,PM-001,300.0,5.1,Engine oil and filter replacement,1,300.0,165.0,135.0,5.1,1,367.78,181.5,148.5,6.8
MNT-001226,VEH-00855,2022-12-30,Preventive,CM-001,300.0,6.0,Chassis lubrication,1,300.0,165.0,135.0,6.0,1,387.47,181.5,148.5,9.2
MNT-001227,VEH-00856,2023-05-15,Overhaul,OVH-002,300.0,1.0,AC servicing,1,300.0,165.0,135.0,1.0,1,365.78,181.5,148.5,1.5
MNT-001228,VEH-00857,2023-09-27,Emergency,PM-001,300.0,5.1,Air filter replacement,2,600.0,165.0,135.0,16.9,2,709.36,181.5,148.5,25.4
MNT-001229,VEH-00857,2024-07-15,Inspection,PM-001,300.0,11.8,Fuel system cleaning,2,600.0,165.0,135.0,16.9,2,837.12,181.5,148.5,25.4
MNT-001230,VEH-00858,2022-01-18,Overhaul,CM-002,300.0,10.4,Emergency breakdown repair,1,300.0,165.0,135.0,10.4,1,366.84,181.5,148.5,14.7
MNT-001231,VEH-00859,2023-12-14,Emergency,PM-002,300.0,11.0,Hydraulic system check,2,600.0,165.0,135.0,24.4,3,820.94,181.5,148.5,33.4
MNT-001232,VEH-00859,2024-05-18,Overhaul,PM-002,300.0,13.4,Coolant flush and refill,2,600.0,165.0,135.0,24.4,3,701.39,181.5,148.5,33.4
MNT-001233,VEH-00860,2024-07-03,Corrective,PM-002,300.0,11.4,Battery check and replacement,1,300.0,165.0,135.0,11.4,1,349.18,181.5,148.5,14.0
MNT-001234,VEH-00862,2023-05-15,Corrective,EM-001,300.0,2.0,Electrical wiring inspection,1,300.0,165.0,135.0,2.0,1,332.8,181.5,148.5,2.6
MNT-001235,VEH-00863,2022-11-24,Corrective,PM-001,300.0,8.3,Transmission fluid change,1,300.0,165.0,135.0,8.3,1,388.65,181.5,148.5,10.5
MNT-001236,VEH-00864,2024-01-11,Corrective,CM-001,300.0,8.5,AC servicing,2,600.0,165.0,135.0,18.2,3,726.33,181.5,148.5,22.6
MNT-001237,VEH-00864,2022-06-07,Inspection,PM-002,300.0,9.7,Hydraulic system check,2,600.0,165.0,135.0,18.2,3,815.58,181.5,148.5,22.6
MNT-001238,VEH-00865,2024-04-30,Preventive,CM-002,300.0,10.3,Tyre rotation and alignment,2,600.0,165.0,135.0,17.6,2,745.18,181.5,148.5,28.0
MNT-001239,VEH-00865,2024-09-07,Corrective,OVH-001,300.0,7.3,Chassis lubrication,2,600.0,165.0,135.0,17.6,2,834.27,181.5,148.5,28.0
MNT-001240,VEH-00866,2023-09-20,Inspection,OVH-001,300.0,1.2,Engine oil and filter replacement,3,900.0,165.0,135.0,16.1,4,1040.09,181.5,148.5,19.1
MNT-001241,VEH-00866,2023-12-26,Corrective,PM-002,300.0,10.9,Brake pad replacement,3,900.0,165.0,135.0,16.1,4,1224.53,181.5,148.5,19.1
MNT-001242,VEH-00866,2024-08-28,Preventive,OVH-002,300.0,4.0,Radiator flush,3,900.0,165.0,135.0,16.1,4,1199.68,181.5,148.5,19.1
MNT-001243,VEH-00867,2022-02-26,Overhaul,INS-001,300.0,3.6,Engine oil and filter replacement,2,600.0,165.0,135.0,16.900000000000002,3,798.77,181.5,148.5,18.7
MNT-001244,VEH-00867,2024-12-19,Emergency,PM-002,300.0,13.3,Tyre rotation and alignment,2,600.0,165.0,135.0,16.900000000000002,3,812.06,181.5,148.5,18.7
MNT-001245,VEH-00869,2023-06-27,Emergency,INS-001,300.0,5.8,Annual safety inspection,2,600.0,165.0,135.0,11.9,3,796.98,181.5,148.5,17.4
MNT-001246,VEH-00869,2022-10-18,Overhaul,OVH-001,300.0,6.1,Battery check and replacement,2,600.0,165.0,135.0,11.9,3,772.72,181.5,148.5,17.4
MNT-001247,VEH-00870,2023-01-17,Inspection,OVH-001,300.0,3.9,Emergency breakdown repair,2,600.0,165.0,135.0,16.7,3,683.62,181.5,148.5,21.0
MNT-001248,VEH-00870,2022-08-27,Overhaul,OVH-001,300.0,12.8,Hydraulic system check,2,600.0,165.0,135.0,16.7,3,665.85,181.5,148.5,21.0
MNT-001249,VEH-00871,2023-12-27,Inspection,PM-002,300.0,6.3,Air filter replacement,1,300.0,165.0,135.0,6.3,1,412.88,181.5,148.5,9.3
MNT-001250,VEH-00872,2024-06-21,Overhaul,CM-002,300.0,5.9,Annual safety inspection,2,600.0,165.0,135.0,18.700000000000003,3,771.0,181.5,148.5,29.6
MNT-001251,VEH-00872,2023-03-01,Inspection,PM-002,300.0,12.8,Chassis lubrication,2,600.0,165.0,135.0,18.700000000000003,3,803.38,181.5,148.5,29.6
MNT-001252,VEH-00873,2024-09-05,Emergency,PM-001,300.0,2.5,Electrical wiring inspection,1,300.0,165.0,135.0,2.5,1,373.34,181.5,148.5,3.1
MNT-001253,VEH-00875,2024-02-19,Preventive,EM-001,300.0,6.2,Air filter replacement,1,300.0,165.0,135.0,6.2,1,340.56,181.5,148.5,8.1
MNT-001254,VEH-00876,2022-12-27,Inspection,OVH-001,300.0,3.7,Electrical wiring inspection,1,300.0,165.0,135.0,3.7,1,341.27,181.5,148.5,4.2
MNT-001255,VEH-00877,2022-08-15,Preventive,OVH-002,300.0,1.9,Electrical wiring inspection,2,600.0,165.0,135.0,9.8,3,783.4,181.5,148.5,14.4
MNT-001256,VEH-00877,2022-12-23,Preventive,INS-001,300.0,7.9,Battery check and replacement,2,600.0,165.0,135.0,9.8,3,737.46,181.5,148.5,14.4
MNT-001257,VEH-00878,2024-03-23,Overhaul,OVH-001,300.0,13.9,Fuel system cleaning,1,300.0,165.0,135.0,13.9,1,348.05,181.5,148.5,16.8
MNT-001258,VEH-00879,2024-09-08,Preventive,EM-001,300.0,6.0,Air filter replacement,2,600.0,165.0,135.0,14.5,3,748.49,181.5,148.5,20.8
MNT-001259,VEH-00879,2024-11-11,Inspection,PM-001,300.0,8.5,Hydraulic system check,2,600.0,165.0,135.0,14.5,3,671.56,181.5,148.5,20.8
MNT-001260,VEH-00880,2022-01-07,Preventive,EM-001,300.0,7.6,Hydraulic system check,1,300.0,165.0,135.0,7.6,1,382.38,181.5,148.5,10.0
MNT-001261,VEH-00881,2024-04-02,Corrective,PM-002,300.0,8.9,Transmission fluid change,1,300.0,165.0,135.0,8.9,1,354.21,181.5,148.5,11.9
MNT-001262,VEH-00882,2022-10-24,Overhaul,PM-002,300.0,2.9,Brake pad replacement,1,300.0,165.0,135.0,2.9,1,401.78,181.5,148.5,4.5
MNT-001263,VEH-00883,2024-02-25,Emergency,CM-002,300.0,1.1,Fuel system cleaning,1,300.0,165.0,135.0,1.1,1,357.93,181.5,148.5,1.4
MNT-001264,VEH-00884,2022-04-13,Inspection,CM-001,300.0,1.7,Emergency breakdown repair,2,600.0,165.0,135.0,4.0,3,741.94,181.5,148.5,4.5
MNT-001265,VEH-00884,2022-12-15,Corrective,CM-001,300.0,2.3,AC servicing,2,600.0,165.0,135.0,4.0,3,662.09,181.5,148.5,4.5
MNT-001266,VEH-00885,2022-02-11,Preventive,PM-002,300.0,9.0,Air filter replacement,2,600.0,165.0,135.0,17.1,2,673.04,181.5,148.5,22.9
MNT-001267,VEH-00885,2022-04-20,Inspection,INS-001,300.0,8.1,Chassis lubrication,2,600.0,165.0,135.0,17.1,2,730.65,181.5,148.5,22.9
MNT-001268,VEH-00886,2023-06-01,Overhaul,OVH-002,300.0,8.9,Emergency breakdown repair,2,600.0,165.0,135.0,11.4,3,746.39,181.5,148.5,17.0
MNT-001269,VEH-00886,2022-04-27,Emergency,CM-001,300.0,2.5,Annual safety inspection,2,600.0,165.0,135.0,11.4,3,768.0,181.5,148.5,17.0
MNT-001270,VEH-00888,2022-09-12,Preventive,EM-001,300.0,6.4,Suspension overhaul,1,300.0,165.0,135.0,6.4,1,356.25,181.5,148.5,8.7
MNT-001271,VEH-00889,2024-05-05,Emergency,PM-002,300.0,8.3,Battery check and replacement,2,600.0,165.0,135.0,18.0,3,785.1,181.5,148.5,28.2
MNT-001272,VEH-00889,2022-01-20,Inspection,PM-002,300.0,9.7,Suspension overhaul,2,600.0,165.0,135.0,18.0,3,814.82,181.5,148.5,28.2
MNT-001273,VEH-00890,2024-04-12,Corrective,PM-002,300.0,3.4,Battery check and replacement,2,600.0,165.0,135.0,9.2,3,800.37,181.5,148.5,13.3
MNT-001274,VEH-00890,2022-12-11,Overhaul,OVH-002,300.0,5.8,Radiator flush,2,600.0,165.0,135.0,9.2,3,667.13,181.5,148.5,13.3
MNT-001275,VEH-00891,2024-07-07,Corrective,OVH-001,300.0,9.2,Clutch adjustment,3,900.0,165.0,135.0,36.6,3,1119.74,181.5,148.5,46.4
MNT-001276,VEH-00891,2023-03-23,Inspection,PM-002,300.0,12.7,AC servicing,3,900.0,165.0,135.0,36.6,3,1018.33,181.5,148.5,46.4
MNT-001277,VEH-00891,2024-12-12,Overhaul,PM-001,300.0,14.7,Transmission fluid change,3,900.0,165.0,135.0,36.6,3,1055.35,181.5,148.5,46.4
MNT-001278,VEH-00892,2022-04-07,Preventive,CM-002,300.0,0.7,Tyre rotation and alignment,3,900.0,165.0,135.0,21.6,4,1256.4,181.5,148.5,32.7
MNT-001279,VEH-00892,2024-05-22,Inspection,INS-001,300.0,10.4,Transmission fluid change,3,900.0,165.0,135.0,21.6,4,1028.47,181.5,148.5,32.7
MNT-001280,VEH-00892,2022-08-24,Inspection,CM-002,300.0,10.5,Clutch adjustment,3,900.0,165.0,135.0,21.6,4,1124.7,181.5,148.5,32.7
MNT-001281,VEH-00894,2022-09-04,Corrective,PM-002,300.0,13.0,Suspension overhaul,2,600.0,165.0,135.0,14.2,2,771.27,181.5,148.5,21.1
MNT-001282,VEH-00894,2023-07-03,Overhaul,PM-001,300.0,1.2,Brake pad replacement,2,600.0,165.0,135.0,14.2,2,786.44,181.5,148.5,21.1
MNT-001283,VEH-00895,2023-05-12,Inspection,CM-001,300.0,11.4,Radiator flush,2,600.0,165.0,135.0,18.0,3,760.74,181.5,148.5,21.5
MNT-001284,VEH-00895,2024-11-22,Emergency,CM-002,300.0,6.6,Hydraulic system check,2,600.0,165.0,135.0,18.0,3,661.76,181.5,148.5,21.5
MNT-001285,VEH-00897,2022-09-11,Corrective,OVH-002,300.0,15.0,AC servicing,3,900.0,165.0,135.0,39.1,4,1078.14,181.5,148.5,44.0
MNT-001286,VEH-00897,2022-11-12,Corrective,INS-001,300.0,13.4,Battery check and replacement,3,900.0,165.0,135.0,39.1,4,1129.78,181.5,148.5,44.0
MNT-001287,VEH-00897,2024-06-15,Emergency,PM-002,300.0,10.7,Transmission fluid change,3,900.0,165.0,135.0,39.1,4,1013.72,181.5,148.5,44.0
MNT-001288,VEH-00898,2023-10-23,Overhaul,PM-002,300.0,12.7,Fuel system cleaning,1,300.0,165.0,135.0,12.7,1,361.56,181.5,148.5,15.6
MNT-001289,VEH-00899,2024-10-07,Inspection,CM-001,300.0,2.0,Transmission fluid change,2,600.0,165.0,135.0,10.4,3,665.98,181.5,148.5,14.9
MNT-001290,VEH-00899,2023-01-20,Inspection,PM-001,300.0,8.4,Hydraulic system check,2,600.0,165.0,135.0,10.4,3,674.14,181.5,148.5,14.9
MNT-001291,VEH-00900,2023-06-19,Emergency,EM-001,300.0,3.5,Fuel system cleaning,2,600.0,165.0,135.0,7.2,2,731.45,181.5,148.5,9.3
MNT-001292,VEH-00900,2023-10-14,Corrective,PM-002,300.0,3.7,Brake pad replacement,2,600.0,165.0,135.0,7.2,2,683.89,181.5,148.5,9.3
MNT-001293,VEH-00901,2023-05-12,Preventive,OVH-002,300.0,8.1,Suspension overhaul,1,300.0,165.0,135.0,8.1,1,381.08,181.5,148.5,10.1
MNT-001294,VEH-00902,2022-04-05,Overhaul,OVH-001,300.0,4.9,Emergency breakdown repair,1,300.0,165.0,135.0,4.9,1,392.05,181.5,148.5,6.9
MNT-001295,VEH-00903,2022-10-05,Emergency,PM-001,300.0,11.4,Transmission fluid change,2,600.0,165.0,135.0,24.8,3,804.11,181.5,148.5,28.0
MNT-001296,VEH-00903,2022-08-09,Inspection,OVH-002,300.0,13.4,Suspension overhaul,2,600.0,165.0,135.0,24.8,3,696.03,181.5,148.5,28.0
MNT-001297,VEH-00904,2022-07-10,Inspection,OVH-001,300.0,1.5,AC servicing,1,300.0,165.0,135.0,1.5,1,345.07,181.5,148.5,2.0
MNT-001298,VEH-00905,2023-03-18,Overhaul,OVH-002,300.0,6.7,Engine oil and filter replacement,2,600.0,165.0,135.0,10.5,2,678.82,181.5,148.5,15.2
MNT-001299,VEH-00905,2024-09-06,Corrective,PM-002,300.0,3.8,Electrical wiring inspection,2,600.0,165.0,135.0,10.5,2,774.56,181.5,148.5,15.2
MNT-001300,VEH-00906,2022-01-23,Corrective,EM-001,300.0,3.0,Transmission fluid change,2,600.0,165.0,135.0,4.4,2,787.17,181.5,148.5,5.9
MNT-001301,VEH-00906,2023-07-08,Preventive,CM-002,300.0,1.4,Hydraulic system check,2,600.0,165.0,135.0,4.4,2,665.69,181.5,148.5,5.9
MNT-001302,VEH-00907,2023-01-14,Corrective,OVH-001,300.0,13.6,Battery check and replacement,2,600.0,165.0,135.0,18.4,3,828.52,181.5,148.5,28.1
MNT-001303,VEH-00907,2022-07-24,Emergency,EM-001,300.0,4.8,Fuel system cleaning,2,600.0,165.0,135.0,18.4,3,669.35,181.5,148.5,28.1
MNT-001304,VEH-00908,2022-11-15,Preventive,CM-001,300.0,4.0,Radiator flush,1,300.0,165.0,135.0,4.0,1,378.72,181.5,148.5,6.1
MNT-001305,VEH-00909,2022-01-15,Overhaul,EM-001,300.0,5.6,Tyre rotation and alignment,1,300.0,165.0,135.0,5.6,1,393.82,181.5,148.5,8.7
MNT-001306,VEH-00910,2022-08-30,Overhaul,OVH-001,300.0,14.7,Clutch adjustment,1,300.0,165.0,135.0,14.7,1,408.39,181.5,148.5,18.0
MNT-001307,VEH-00911,2023-07-16,Preventive,EM-001,300.0,7.7,AC servicing,1,300.0,165.0,135.0,7.7,1,394.27,181.5,148.5,8.7
MNT-001308,VEH-00912,2022-05-14,Corrective,OVH-002,300.0,5.0,Coolant flush and refill,1,300.0,165.0,135.0,5.0,1,402.16,181.5,148.5,7.5
MNT-001309,VEH-00913,2023-09-07,Emergency,PM-002,300.0,9.5,Chassis lubrication,2,600.0,165.0,135.0,21.9,3,721.1,181.5,148.5,30.1
MNT-001310,VEH-00913,2023-01-02,Inspection,PM-002,300.0,12.4,Tyre rotation and alignment,2,600.0,165.0,135.0,21.9,3,806.67,181.5,148.5,30.1
MNT-001311,VEH-00914,2022-02-25,Corrective,INS-001,300.0,9.4,Transmission fluid change,1,300.0,165.0,135.0,9.4,1,337.21,181.5,148.5,13.1
MNT-001312,VEH-00915,2022-12-26,Preventive,CM-001,300.0,6.0,Air filter replacement,1,300.0,165.0,135.0,6.0,1,410.53,181.5,148.5,9.4
MNT-001313,VEH-00916,2024-06-05,Overhaul,OVH-001,300.0,11.7,Radiator flush,1,300.0,165.0,135.0,11.7,1,379.28,181.5,148.5,13.8
MNT-001314,VEH-00917,2023-04-24,Corrective,OVH-001,300.0,4.1,Tyre rotation and alignment,1,300.0,165.0,135.0,4.1,1,403.56,181.5,148.5,6.0
MNT-001315,VEH-00918,2023-01-28,Overhaul,PM-001,300.0,12.0,Electrical wiring inspection,2,600.0,165.0,135.0,18.0,2,741.42,181.5,148.5,21.4
MNT-001316,VEH-00918,2022-09-17,Emergency,CM-001,300.0,6.0,Transmission fluid change,2,600.0,165.0,135.0,18.0,2,775.84,181.5,148.5,21.4
MNT-001317,VEH-00919,2024-11-15,Corrective,EM-001,300.0,3.4,Electrical wiring inspection,2,600.0,165.0,135.0,7.6,3,754.75,181.5,148.5,11.5
MNT-001318,VEH-00919,2024-11-25,Overhaul,CM-002,300.0,4.2,Annual safety inspection,2,600.0,165.0,135.0,7.6,3,791.69,181.5,148.5,11.5
MNT-001319,VEH-00920,2024-01-30,Preventive,OVH-001,300.0,9.4,Brake pad replacement,1,300.0,165.0,135.0,9.4,1,337.35,181.5,148.5,10.9
MNT-001320,VEH-00921,2024-11-05,Inspection,INS-001,300.0,3.0,Hydraulic system check,2,600.0,165.0,135.0,8.5,3,670.86,181.5,148.5,12.0
MNT-001321,VEH-00921,2022-12-28,Inspection,CM-001,300.0,5.5,Emergency breakdown repair,2,600.0,165.0,135.0,8.5,3,704.48,181.5,148.5,12.0
MNT-001322,VEH-00922,2023-07-05,Corrective,INS-001,300.0,0.8,Radiator flush,1,300.0,165.0,135.0,0.8,1,344.36,181.5,148.5,1.2
MNT-001323,VEH-00923,2022-12-01,Overhaul,INS-001,300.0,13.2,Annual safety inspection,1,300.0,165.0,135.0,13.2,1,408.46,181.5,148.5,16.0
MNT-001324,VEH-00924,2022-01-17,Corrective,OVH-001,300.0,9.3,Clutch adjustment,1,300.0,165.0,135.0,9.3,1,349.73,181.5,148.5,13.7
MNT-001325,VEH-00925,2023-08-04,Emergency,CM-002,300.0,1.9,Annual safety inspection,1,300.0,165.0,135.0,1.9,1,417.83,181.5,148.5,3.0
MNT-001326,VEH-00926,2024-04-09,Emergency,PM-001,300.0,2.3,Chassis lubrication,1,300.0,165.0,135.0,2.3,1,360.32,181.5,148.5,3.5
MNT-001327,VEH-00927,2023-02-17,Preventive,PM-001,300.0,12.1,Suspension overhaul,2,600.0,165.0,135.0,16.6,2,692.78,181.5,148.5,21.5
MNT-001328,VEH-00927,2023-07-16,Corrective,OVH-002,300.0,4.5,Electrical wiring inspection,2,600.0,165.0,135.0,16.6,2,802.15,181.5,148.5,21.5
MNT-001329,VEH-00929,2024-04-03,Inspection,OVH-001,300.0,9.0,Fuel system cleaning,1,300.0,165.0,135.0,9.0,1,389.28,181.5,148.5,12.8
MNT-001330,VEH-00930,2024-07-24,Preventive,OVH-001,300.0,7.1,Engine oil and filter replacement,1,300.0,165.0,135.0,7.1,1,374.84,181.5,148.5,7.9
MNT-001331,VEH-00932,2024-06-06,Overhaul,PM-001,300.0,4.3,Emergency breakdown repair,3,900.0,165.0,135.0,15.4,4,1139.95,181.5,148.5,17.9
MNT-001332,VEH-00932,2022-06-18,Preventive,PM-001,300.0,3.6,Chassis lubrication,3,900.0,165.0,135.0,15.4,4,1184.18,181.5,148.5,17.9
MNT-001333,VEH-00932,2023-06-18,Inspection,PM-002,300.0,7.5,Radiator flush,3,900.0,165.0,135.0,15.4,4,1051.68,181.5,148.5,17.9
MNT-001334,VEH-00933,2024-05-07,Inspection,INS-001,300.0,5.4,Chassis lubrication,2,600.0,165.0,135.0,15.5,3,839.34,181.5,148.5,19.1
MNT-001335,VEH-00933,2024-05-15,Preventive,PM-002,300.0,10.1,Fuel system cleaning,2,600.0,165.0,135.0,15.5,3,835.46,181.5,148.5,19.1
MNT-001336,VEH-00934,2023-01-06,Corrective,EM-001,300.0,14.6,Radiator flush,1,300.0,165.0,135.0,14.6,1,388.53,181.5,148.5,21.2
MNT-001337,VEH-00935,2024-06-09,Overhaul,INS-001,300.0,14.7,Fuel system cleaning,2,600.0,165.0,135.0,21.1,3,695.92,181.5,148.5,27.0
MNT-001338,VEH-00935,2023-10-26,Preventive,INS-001,300.0,6.4,Hydraulic system check,2,600.0,165.0,135.0,21.1,3,782.44,181.5,148.5,27.0
MNT-001339,VEH-00936,2024-09-19,Emergency,EM-001,300.0,12.5,Fuel system cleaning,3,900.0,165.0,135.0,26.1,4,1009.49,181.5,148.5,33.2
MNT-001340,VEH-00936,2022-12-31,Overhaul,OVH-001,300.0,12.6,Transmission fluid change,3,900.0,165.0,135.0,26.1,4,998.28,181.5,148.5,33.2
MNT-001341,VEH-00936,2023-11-10,Inspection,PM-002,300.0,1.0,Coolant flush and refill,3,900.0,165.0,135.0,26.1,4,1059.57,181.5,148.5,33.2
MNT-001342,VEH-00938,2023-11-08,Preventive,CM-002,300.0,13.1,Annual safety inspection,3,900.0,165.0,135.0,29.5,3,1114.91,181.5,148.5,40.4
MNT-001343,VEH-00938,2024-05-26,Corrective,OVH-001,300.0,4.9,Tyre rotation and alignment,3,900.0,165.0,135.0,29.5,3,1224.43,181.5,148.5,40.4
MNT-001344,VEH-00938,2024-04-22,Corrective,EM-001,300.0,11.5,Clutch adjustment,3,900.0,165.0,135.0,29.5,3,1186.34,181.5,148.5,40.4
MNT-001345,VEH-00939,2022-04-17,Inspection,CM-002,300.0,5.6,Engine oil and filter replacement,2,600.0,165.0,135.0,8.1,3,793.69,181.5,148.5,10.8
MNT-001346,VEH-00939,2022-06-23,Preventive,PM-002,300.0,2.5,Air filter replacement,2,600.0,165.0,135.0,8.1,3,736.59,181.5,148.5,10.8
MNT-001347,VEH-00940,2023-11-14,Preventive,CM-002,300.0,4.8,Chassis lubrication,1,300.0,165.0,135.0,4.8,1,361.13,181.5,148.5,5.9
MNT-001348,VEH-00941,2024-01-26,Corrective,OVH-002,300.0,8.1,Annual safety inspection,1,300.0,165.0,135.0,8.1,1,363.39,181.5,148.5,9.9
MNT-001349,VEH-00944,2022-04-10,Corrective,OVH-001,300.0,2.6,AC servicing,1,300.0,165.0,135.0,2.6,1,418.89,181.5,148.5,3.1
MNT-001350,VEH-00945,2024-05-15,Corrective,EM-001,300.0,4.6,Fuel system cleaning,2,600.0,165.0,135.0,15.5,2,667.22,181.5,148.5,21.5
MNT-001351,VEH-00945,2024-04-05,Overhaul,OVH-001,300.0,10.9,Hydraulic system check,2,600.0,165.0,135.0,15.5,2,816.07,181.5,148.5,21.5
MNT-001352,VEH-00946,2022-08-03,Overhaul,PM-002,300.0,2.7,Hydraulic system check,3,900.0,165.0,135.0,18.5,4,1146.24,181.5,148.5,29.4
MNT-001353,VEH-00946,2024-01-30,Inspection,OVH-001,300.0,10.9,Brake pad replacement,3,900.0,165.0,135.0,18.5,4,1108.43,181.5,148.5,29.4
MNT-001354,VEH-00946,2024-07-07,Corrective,PM-002,300.0,4.9,Radiator flush,3,900.0,165.0,135.0,18.5,4,1185.82,181.5,148.5,29.4
MNT-001355,VEH-00947,2024-08-02,Inspection,OVH-001,300.0,6.5,Coolant flush and refill,1,300.0,165.0,135.0,6.5,1,373.8,181.5,148.5,9.2
MNT-001356,VEH-00948,2024-03-05,Corrective,OVH-001,300.0,5.0,Brake pad replacement,2,600.0,165.0,135.0,9.3,2,817.22,181.5,148.5,12.9
MNT-001357,VEH-00948,2024-11-09,Overhaul,OVH-002,300.0,4.3,Annual safety inspection,2,600.0,165.0,135.0,9.3,2,822.13,181.5,148.5,12.9
MNT-001358,VEH-00949,2024-02-06,Overhaul,EM-001,300.0,9.9,Electrical wiring inspection,2,600.0,165.0,135.0,22.700000000000003,3,735.91,181.5,148.5,34.5
MNT-001359,VEH-00949,2024-10-25,Emergency,CM-001,300.0,12.8,Emergency breakdown repair,2,600.0,165.0,135.0,22.700000000000003,3,709.83,181.5,148.5,34.5
MNT-001360,VEH-00950,2024-07-30,Emergency,PM-001,300.0,11.9,Annual safety inspection,3,900.0,165.0,135.0,22.1,4,1149.93,181.5,148.5,32.4
MNT-001361,VEH-00950,2024-03-08,Inspection,OVH-001,300.0,4.6,Fuel system cleaning,3,900.0,165.0,135.0,22.1,4,1236.34,181.5,148.5,32.4
MNT-001362,VEH-00950,2022-11-04,Preventive,OVH-002,300.0,5.6,Electrical wiring inspection,3,900.0,165.0,135.0,22.1,4,1046.88,181.5,148.5,32.4
MNT-001363,VEH-00951,2024-06-30,Emergency,CM-002,300.0,1.6,Annual safety inspection,1,300.0,165.0,135.0,1.6,1,386.07,181.5,148.5,2.5
MNT-001364,VEH-00952,2023-03-02,Corrective,PM-001,300.0,1.3,Brake pad replacement,1,300.0,165.0,135.0,1.3,1,386.84,181.5,148.5,2.0
MNT-001365,VEH-00953,2022-04-06,Overhaul,EM-001,300.0,12.0,Radiator flush,1,300.0,165.0,135.0,12.0,1,395.98,181.5,148.5,15.6
MNT-001366,VEH-00954,2024-03-26,Emergency,CM-001,300.0,4.7,Fuel system cleaning,1,300.0,165.0,135.0,4.7,1,341.84,181.5,148.5,6.6
MNT-001367,VEH-00955,2023-12-05,Corrective,INS-001,300.0,6.6,Hydraulic system check,1,300.0,165.0,135.0,6.6,1,394.42,181.5,148.5,7.6
MNT-001368,VEH-00956,2023-12-02,Corrective,CM-002,300.0,2.4,Clutch adjustment,2,600.0,165.0,135.0,3.4,3,823.63,181.5,148.5,4.6
MNT-001369,VEH-00956,2024-05-30,Preventive,PM-001,300.0,1.0,Emergency breakdown repair,2,600.0,165.0,135.0,3.4,3,692.34,181.5,148.5,4.6
MNT-001370,VEH-00957,2022-03-01,Overhaul,PM-002,300.0,11.2,Electrical wiring inspection,1,300.0,165.0,135.0,11.2,1,351.38,181.5,148.5,16.2
MNT-001371,VEH-00958,2024-01-11,Inspection,PM-002,300.0,10.5,Chassis lubrication,1,300.0,165.0,135.0,10.5,1,417.43,181.5,148.5,16.3
MNT-001372,VEH-00959,2024-03-28,Emergency,PM-002,300.0,2.0,Suspension overhaul,1,300.0,165.0,135.0,2.0,1,346.29,181.5,148.5,2.7
MNT-001373,VEH-00960,2024-10-25,Corrective,OVH-002,300.0,4.5,Clutch adjustment,1,300.0,165.0,135.0,4.5,1,406.89,181.5,148.5,6.8
MNT-001374,VEH-00962,2022-06-06,Emergency,EM-001,300.0,6.7,Tyre rotation and alignment,2,600.0,165.0,135.0,11.3,2,748.61,181.5,148.5,14.1
MNT-001375,VEH-00962,2024-11-11,Inspection,OVH-002,300.0,4.6,Emergency breakdown repair,2,600.0,165.0,135.0,11.3,2,704.5,181.5,148.5,14.1
MNT-001376,VEH-00963,2024-04-22,Inspection,OVH-001,300.0,2.6,Engine oil and filter replacement,2,600.0,165.0,135.0,17.3,2,816.73,181.5,148.5,24.9
