vehicle_id,month,downtime_days,availability_rate,department
VEH-02493,2024-01,3.5,0.8833333333333333,POLICE DEPARTMENT
VEH-02493,2024-02,2.2,0.9266666666666666,POLICE DEPARTMENT
VEH-02496,2023-03,14.1,0.53,FIRE DEPARTMENT
VEH-02497,2022-12,3.5,0.8833333333333333,FIRE DEPARTMENT
VEH-02497,2023-07,14.1,0.53,FIRE DEPARTMENT
VEH-02498,2022-08,13.6,0.5466666666666666,PUBLIC WORKS
VEH-02499,2023-01,1.7,0.9433333333333334,PUBLIC WORKS
VEH-02500,2022-09,13.9,0.5366666666666666,FIRE DEPARTMENT
VEH-02501,2022-04,9.7,0.6766666666666667,PUBLIC WORKS
VEH-02502,2022-03,10.8,0.6399999999999999,POLICE DEPARTMENT
VEH-02502,2023-11,3.9,0.87,POLICE DEPARTMENT
VEH-02503,2022-11,5.9,0.8033333333333333,FIRE DEPARTMENT
VEH-02503,2024-06,2.1,0.9299999999999999,FIRE DEPARTMENT
VEH-02504,2022-11,1.9,0.9366666666666666,PUBLIC WORKS
VEH-02505,2023-01,4.7,0.8433333333333333,WATER DEPARTMENT
VEH-02505,2024-04,4.8,0.84,WATER DEPARTMENT
VEH-02506,2022-03,5.4,0.82,WATER DEPARTMENT
VEH-02506,2022-09,10.3,0.6566666666666666,WATER DEPARTMENT
VEH-02508,2022-07,14.4,0.52,FIRE DEPARTMENT
VEH-02508,2022-12,7.2,0.76,FIRE DEPARTMENT
VEH-02508,2024-12,11.1,0.63,FIRE DEPARTMENT
VEH-02511,2022-05,2.2,0.9266666666666666,WATER DEPARTMENT
VEH-02511,2024-10,14.5,0.5166666666666666,WATER DEPARTMENT
VEH-02512,2023-03,13.9,0.5366666666666666,PUBLIC WORKS
VEH-02512,2023-06,6.3,0.79,PUBLIC WORKS
VEH-02513,2023-09,7.4,0.7533333333333333,FIRE DEPARTMENT
VEH-02514,2023-01,9.9,0.6699999999999999,FIRE DEPARTMENT
VEH-02514,2024-10,6.1,0.7966666666666666,FIRE DEPARTMENT
VEH-02515,2022-03,7.1,0.7633333333333333,POLICE DEPARTMENT
VEH-02515,2022-07,0.9,0.97,POLICE DEPARTMENT
VEH-02515,2023-10,12.7,0.5766666666666667,POLICE DEPARTMENT
VEH-02516,2022-01,10.2,0.66,PUBLIC WORKS
VEH-02517,2023-08,10.8,0.6399999999999999,WATER DEPARTMENT
VEH-02518,2022-11,13.1,0.5633333333333334,FIRE DEPARTMENT
VEH-02518,2023-07,10.8,0.6399999999999999,FIRE DEPARTMENT
VEH-02519,2022-09,4.7,0.8433333333333333,POLICE DEPARTMENT
VEH-02519,2024-06,8.2,0.7266666666666667,POLICE DEPARTMENT
VEH-02520,2022-05,4.3,0.8566666666666667,POLICE DEPARTMENT
VEH-02520,2023-04,13.3,0.5566666666666666,POLICE DEPARTMENT
VEH-02521,2023-04,10.7,0.6433333333333333,POLICE DEPARTMENT
VEH-02522,2023-05,2.6,0.9133333333333333,WATER DEPARTMENT
VEH-02523,2023-08,11.5,0.6166666666666667,EMR
VEH-02524,2022-03,10.5,0.65,EMR
VEH-02524,2022-07,5.1,0.8300000000000001,EMR
VEH-02524,2024-09,4.7,0.8433333333333333,EMR
VEH-02525,2023-05,8.4,0.72,POLICE DEPARTMENT
VEH-02526,2024-09,10.4,0.6533333333333333,EMR
VEH-02527,2024-07,12.1,0.5966666666666667,WATER DEPARTMENT
VEH-02528,2023-04,10.3,0.6566666666666666,PUBLIC WORKS
VEH-02528,2023-08,4.0,0.8666666666666667,PUBLIC WORKS
VEH-02529,2022-03,5.7,0.81,WATER DEPARTMENT
VEH-02529,2023-04,11.5,0.6166666666666667,WATER DEPARTMENT
VEH-02530,2022-01,1.7,0.9433333333333334,PUBLIC WORKS
VEH-02530,2023-05,5.1,0.8300000000000001,PUBLIC WORKS
VEH-02531,2022-02,0.8,0.9733333333333334,POLICE DEPARTMENT
VEH-02531,2022-03,8.8,0.7066666666666667,POLICE DEPARTMENT
VEH-02531,2024-11,10.6,0.6466666666666667,POLICE DEPARTMENT
VEH-02532,2022-05,2.7,0.91,PUBLIC WORKS
VEH-02532,2024-10,11.2,0.6266666666666667,PUBLIC WORKS
VEH-02534,2023-07,7.6,0.7466666666666667,WATER DEPARTMENT
VEH-02534,2023-08,1.9,0.9366666666666666,WATER DEPARTMENT
VEH-02534,2024-11,12.1,0.5966666666666667,WATER DEPARTMENT
VEH-02535,2022-09,8.9,0.7033333333333334,POLICE DEPARTMENT
VEH-02536,2022-11,1.7,0.9433333333333334,PUBLIC WORKS
VEH-02536,2024-03,0.5,0.9833333333333333,PUBLIC WORKS
VEH-02537,2022-08,12.0,0.6,POLICE DEPARTMENT
VEH-02537,2024-11,3.0,0.9,POLICE DEPARTMENT
VEH-02539,2022-11,6.9,0.77,POLICE DEPARTMENT
VEH-02539,2024-09,2.0,0.9333333333333333,POLICE DEPARTMENT
VEH-02539,2024-10,9.9,0.6699999999999999,POLICE DEPARTMENT
VEH-02540,2024-09,7.9,0.7366666666666666,POLICE DEPARTMENT
VEH-02541,2022-10,13.6,0.5466666666666666,POLICE DEPARTMENT
VEH-02541,2023-08,13.0,0.5666666666666667,POLICE DEPARTMENT
VEH-02542,2024-01,12.1,0.5966666666666667,POLICE DEPARTMENT
VEH-02543,2024-03,7.2,0.76,PUBLIC WORKS
VEH-02544,2022-05,5.1,0.8300000000000001,POLICE DEPARTMENT
VEH-02544,2024-07,9.6,0.6799999999999999,POLICE DEPARTMENT
VEH-02545,2022-05,0.9,0.97,WATER DEPARTMENT
VEH-02546,2023-01,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-02547,2024-12,2.5,0.9166666666666666,WATER DEPARTMENT
VEH-02548,2023-01,8.6,0.7133333333333334,FIRE DEPARTMENT
VEH-02549,2024-12,11.6,0.6133333333333333,FIRE DEPARTMENT
VEH-02550,2023-03,0.7,0.9766666666666667,WATER DEPARTMENT
VEH-02550,2023-12,3.5,0.8833333333333333,WATER DEPARTMENT
VEH-02551,2022-09,14.2,0.5266666666666666,EMR
VEH-02551,2022-10,9.5,0.6833333333333333,EMR
VEH-02552,2023-09,3.4,0.8866666666666667,WATER DEPARTMENT
VEH-02552,2024-07,3.9,0.87,WATER DEPARTMENT
VEH-02554,2024-06,12.0,0.6,PUBLIC WORKS
VEH-02555,2022-05,4.9,0.8366666666666667,WATER DEPARTMENT
VEH-02555,2023-10,7.6,0.7466666666666667,WATER DEPARTMENT
VEH-02557,2022-02,5.2,0.8266666666666667,FIRE DEPARTMENT
VEH-02558,2024-11,8.5,0.7166666666666667,EMR
VEH-02559,2022-09,12.3,0.59,WATER DEPARTMENT
VEH-02560,2024-10,8.0,0.7333333333333334,FIRE DEPARTMENT
VEH-02560,2024-11,2.5,0.9166666666666666,FIRE DEPARTMENT
VEH-02561,2022-07,1.0,0.9666666666666667,POLICE DEPARTMENT
VEH-02561,2023-03,6.7,0.7766666666666666,POLICE DEPARTMENT
VEH-02562,2023-03,11.9,0.6033333333333333,POLICE DEPARTMENT
VEH-02562,2024-02,7.7,0.7433333333333334,POLICE DEPARTMENT
VEH-02565,2024-06,9.1,0.6966666666666667,FIRE DEPARTMENT
VEH-02566,2023-03,11.0,0.6333333333333333,EMR
VEH-02566,2023-06,9.5,0.6833333333333333,EMR
VEH-02569,2022-01,10.0,0.6666666666666667,POLICE DEPARTMENT
VEH-02569,2024-04,13.5,0.55,POLICE DEPARTMENT
VEH-02570,2024-01,2.6,0.9133333333333333,PUBLIC WORKS
VEH-02571,2024-03,10.5,0.65,FIRE DEPARTMENT
VEH-02573,2023-09,4.0,0.8666666666666667,EMR
VEH-02574,2023-10,12.6,0.5800000000000001,FIRE DEPARTMENT
VEH-02576,2022-09,13.6,0.5466666666666666,POLICE DEPARTMENT
VEH-02576,2023-11,14.1,0.53,POLICE DEPARTMENT
VEH-02577,2022-01,11.4,0.62,PUBLIC WORKS
VEH-02577,2023-06,14.3,0.5233333333333333,PUBLIC WORKS
VEH-02577,2023-12,5.0,0.8333333333333334,PUBLIC WORKS
VEH-02578,2022-06,3.2,0.8933333333333333,POLICE DEPARTMENT
VEH-02578,2023-06,14.6,0.5133333333333334,POLICE DEPARTMENT
VEH-02579,2022-04,12.1,0.5966666666666667,EMR
VEH-02579,2023-10,4.6,0.8466666666666667,EMR
VEH-02580,2022-03,4.2,0.86,POLICE DEPARTMENT
VEH-02581,2023-09,8.3,0.7233333333333334,WATER DEPARTMENT
VEH-02582,2024-09,11.9,0.6033333333333333,PUBLIC WORKS
VEH-02583,2024-06,0.6,0.98,FIRE DEPARTMENT
VEH-02586,2022-01,4.7,0.8433333333333333,POLICE DEPARTMENT
VEH-02587,2023-06,6.1,0.7966666666666666,WATER DEPARTMENT
VEH-02587,2023-08,5.7,0.81,WATER DEPARTMENT
VEH-02588,2023-08,6.2,0.7933333333333333,POLICE DEPARTMENT
VEH-02589,2022-03,1.8,0.94,EMR
VEH-02589,2023-10,14.5,0.5166666666666666,EMR
VEH-02590,2022-08,6.1,0.7966666666666666,POLICE DEPARTMENT
VEH-02590,2024-02,5.3,0.8233333333333334,POLICE DEPARTMENT
VEH-02591,2023-09,0.8,0.9733333333333334,PUBLIC WORKS
VEH-02592,2022-03,2.3,0.9233333333333333,POLICE DEPARTMENT
VEH-02592,2024-09,12.6,0.5800000000000001,POLICE DEPARTMENT
VEH-02592,2024-10,10.4,0.6533333333333333,POLICE DEPARTMENT
VEH-02593,2022-07,4.5,0.85,FIRE DEPARTMENT
VEH-02593,2024-04,5.0,0.8333333333333334,FIRE DEPARTMENT
VEH-02594,2023-01,12.9,0.5700000000000001,FIRE DEPARTMENT
VEH-02594,2023-08,5.0,0.8333333333333334,FIRE DEPARTMENT
VEH-02595,2024-06,10.4,0.6533333333333333,WATER DEPARTMENT
VEH-02596,2024-10,7.1,0.7633333333333333,POLICE DEPARTMENT
VEH-02597,2022-07,13.7,0.5433333333333333,EMR
VEH-02598,2022-02,12.8,0.5733333333333333,FIRE DEPARTMENT
VEH-02599,2024-04,4.7,0.8433333333333333,EMR
VEH-02601,2024-10,7.4,0.7533333333333333,POLICE DEPARTMENT
VEH-02602,2023-02,4.5,0.85,WATER DEPARTMENT
VEH-02602,2024-09,4.2,0.86,WATER DEPARTMENT
VEH-02603,2022-09,6.8,0.7733333333333333,POLICE DEPARTMENT
VEH-02603,2023-12,7.1,0.7633333333333333,POLICE DEPARTMENT
VEH-02604,2022-09,9.7,0.6766666666666667,EMR
VEH-02604,2024-06,10.5,0.65,EMR
VEH-02605,2022-02,12.9,0.5700000000000001,WATER DEPARTMENT
VEH-02606,2022-08,6.8,0.7733333333333333,FIRE DEPARTMENT
VEH-02606,2024-05,12.9,0.5700000000000001,FIRE DEPARTMENT
VEH-02607,2022-06,4.2,0.86,WATER DEPARTMENT
VEH-02607,2024-08,14.9,0.5033333333333333,WATER DEPARTMENT
VEH-02607,2024-09,5.7,0.81,WATER DEPARTMENT
VEH-02608,2022-03,5.2,0.8266666666666667,EMR
VEH-02608,2024-03,13.6,0.5466666666666666,EMR
VEH-02609,2024-01,10.0,0.6666666666666667,POLICE DEPARTMENT
VEH-02609,2024-04,10.5,0.65,POLICE DEPARTMENT
VEH-02610,2022-01,24.6,0.17999999999999994,WATER DEPARTMENT
VEH-02611,2024-12,5.2,0.8266666666666667,PUBLIC WORKS
VEH-02612,2024-04,6.6,0.78,WATER DEPARTMENT
VEH-02612,2024-10,13.0,0.5666666666666667,WATER DEPARTMENT
VEH-02613,2022-07,7.7,0.7433333333333334,EMR
VEH-02613,2023-01,4.9,0.8366666666666667,EMR
VEH-02613,2023-08,14.4,0.52,EMR
VEH-02615,2022-05,14.2,0.5266666666666666,EMR
VEH-02615,2023-11,5.5,0.8166666666666667,EMR
VEH-02615,2024-12,2.0,0.9333333333333333,EMR
VEH-02616,2023-12,1.6,0.9466666666666667,WATER DEPARTMENT
VEH-02617,2022-04,1.4,0.9533333333333334,EMR
VEH-02617,2023-09,14.2,0.5266666666666666,EMR
VEH-02617,2024-09,7.9,0.7366666666666666,EMR
VEH-02619,2023-07,0.6,0.98,PUBLIC WORKS
VEH-02619,2023-09,6.8,0.7733333333333333,PUBLIC WORKS
VEH-02619,2023-12,10.6,0.6466666666666667,PUBLIC WORKS
VEH-02620,2024-05,14.9,0.5033333333333333,EMR
VEH-02621,2022-07,3.2,0.8933333333333333,POLICE DEPARTMENT
VEH-02621,2024-08,13.8,0.54,POLICE DEPARTMENT
VEH-02623,2022-05,10.4,0.6533333333333333,FIRE DEPARTMENT
VEH-02623,2022-11,8.6,0.7133333333333334,FIRE DEPARTMENT
VEH-02624,2024-09,8.2,0.7266666666666667,PUBLIC WORKS
VEH-02625,2022-04,11.1,0.63,FIRE DEPARTMENT
VEH-02625,2024-02,4.0,0.8666666666666667,FIRE DEPARTMENT
VEH-02625,2024-08,8.8,0.7066666666666667,FIRE DEPARTMENT
VEH-02626,2024-04,12.7,0.5766666666666667,PUBLIC WORKS
VEH-02627,2023-02,9.3,0.69,WATER DEPARTMENT
VEH-02627,2023-09,2.6,0.9133333333333333,WATER DEPARTMENT
VEH-02627,2024-09,13.3,0.5566666666666666,WATER DEPARTMENT
VEH-02628,2023-07,12.9,0.5700000000000001,POLICE DEPARTMENT
VEH-02629,2022-06,6.0,0.8,FIRE DEPARTMENT
VEH-02629,2024-02,12.6,0.5800000000000001,FIRE DEPARTMENT
VEH-02629,2024-06,7.7,0.7433333333333334,FIRE DEPARTMENT
VEH-02630,2022-07,10.2,0.66,FIRE DEPARTMENT
VEH-02631,2022-10,1.6,0.9466666666666667,POLICE DEPARTMENT
VEH-02632,2023-05,13.9,0.5366666666666666,POLICE DEPARTMENT
VEH-02632,2024-07,11.7,0.6100000000000001,POLICE DEPARTMENT
VEH-02633,2024-01,6.2,0.7933333333333333,WATER DEPARTMENT
VEH-02634,2022-06,7.9,0.7366666666666666,WATER DEPARTMENT
VEH-02634,2023-10,5.9,0.8033333333333333,WATER DEPARTMENT
VEH-02635,2024-03,1.8,0.94,POLICE DEPARTMENT
VEH-02636,2024-09,10.9,0.6366666666666667,POLICE DEPARTMENT
VEH-02637,2023-07,14.3,0.5233333333333333,PUBLIC WORKS
VEH-02637,2024-04,0.6,0.98,PUBLIC WORKS
VEH-02637,2024-06,12.6,0.5800000000000001,PUBLIC WORKS
VEH-02638,2022-04,13.3,0.5566666666666666,POLICE DEPARTMENT
VEH-02639,2022-12,12.1,0.5966666666666667,PUBLIC WORKS
VEH-02640,2022-11,6.5,0.7833333333333333,POLICE DEPARTMENT
VEH-02641,2024-04,5.0,0.8333333333333334,EMR
VEH-02641,2024-12,10.5,0.65,EMR
VEH-02642,2023-07,1.1,0.9633333333333334,WATER DEPARTMENT
VEH-02643,2024-08,10.8,0.6399999999999999,POLICE DEPARTMENT
VEH-02644,2022-03,13.5,0.55,POLICE DEPARTMENT
VEH-02644,2022-05,13.7,0.5433333333333333,POLICE DEPARTMENT
VEH-02645,2022-04,11.8,0.6066666666666667,WATER DEPARTMENT
VEH-02645,2024-10,12.8,0.5733333333333333,WATER DEPARTMENT
VEH-02646,2023-07,13.0,0.5666666666666667,EMR
VEH-02646,2024-10,7.3,0.7566666666666667,EMR
VEH-02647,2024-03,10.5,0.65,PUBLIC WORKS
VEH-02648,2022-08,13.3,0.5566666666666666,FIRE DEPARTMENT
VEH-02648,2022-11,2.2,0.9266666666666666,FIRE DEPARTMENT
VEH-02649,2024-02,0.8,0.9733333333333334,FIRE DEPARTMENT
VEH-02651,2024-10,1.1,0.9633333333333334,WATER DEPARTMENT
VEH-02653,2024-04,5.2,0.8266666666666667,EMR
VEH-02654,2022-10,11.4,0.62,WATER DEPARTMENT
VEH-02654,2023-06,4.8,0.84,WATER DEPARTMENT
VEH-02655,2022-02,12.8,0.5733333333333333,POLICE DEPARTMENT
VEH-02655,2022-12,14.2,0.5266666666666666,POLICE DEPARTMENT
VEH-02655,2023-11,7.9,0.7366666666666666,POLICE DEPARTMENT
VEH-02656,2022-03,6.5,0.7833333333333333,FIRE DEPARTMENT
VEH-02656,2022-08,13.9,0.5366666666666666,FIRE DEPARTMENT
VEH-02657,2024-02,0.7,0.9766666666666667,PUBLIC WORKS
VEH-02657,2024-12,5.7,0.81,PUBLIC WORKS
VEH-02658,2022-03,1.7,0.9433333333333334,PUBLIC WORKS
VEH-02658,2022-11,11.2,0.6266666666666667,PUBLIC WORKS
VEH-02658,2023-10,11.9,0.6033333333333333,PUBLIC WORKS
VEH-02659,2023-12,7.0,0.7666666666666666,WATER DEPARTMENT
VEH-02661,2023-05,5.8,0.8066666666666666,FIRE DEPARTMENT
VEH-02662,2022-07,7.5,0.75,PUBLIC WORKS
VEH-02663,2022-12,13.0,0.5666666666666667,WATER DEPARTMENT
VEH-02663,2024-06,1.8,0.94,WATER DEPARTMENT
VEH-02664,2023-02,2.8,0.9066666666666667,POLICE DEPARTMENT
VEH-02665,2023-07,11.7,0.6100000000000001,POLICE DEPARTMENT
VEH-02665,2024-01,3.3,0.89,POLICE DEPARTMENT
VEH-02666,2022-07,6.4,0.7866666666666666,EMR
VEH-02666,2023-07,11.7,0.6100000000000001,EMR
VEH-02667,2022-05,11.3,0.6233333333333333,WATER DEPARTMENT
VEH-02667,2022-11,1.1,0.9633333333333334,WATER DEPARTMENT
VEH-02668,2024-04,6.3,0.79,POLICE DEPARTMENT
VEH-02669,2022-08,13.5,0.55,POLICE DEPARTMENT
VEH-02669,2024-06,6.4,0.7866666666666666,POLICE DEPARTMENT
VEH-02669,2024-07,13.9,0.5366666666666666,POLICE DEPARTMENT
VEH-02670,2024-03,1.3,0.9566666666666667,EMR
VEH-02671,2022-10,5.7,0.81,POLICE DEPARTMENT
VEH-02671,2023-05,2.6,0.9133333333333333,POLICE DEPARTMENT
VEH-02672,2024-03,6.9,0.77,FIRE DEPARTMENT
VEH-02673,2023-02,12.3,0.59,POLICE DEPARTMENT
VEH-02673,2023-08,9.8,0.6733333333333333,POLICE DEPARTMENT
VEH-02674,2024-03,14.9,0.5033333333333333,WATER DEPARTMENT
VEH-02675,2023-04,1.4,0.9533333333333334,PUBLIC WORKS
VEH-02675,2024-04,6.1,0.7966666666666666,PUBLIC WORKS
VEH-02676,2023-10,7.3,0.7566666666666667,EMR
VEH-02676,2024-08,7.3,0.7566666666666667,EMR
VEH-02677,2024-09,7.1,0.7633333333333333,EMR
VEH-02678,2024-01,14.2,0.5266666666666666,WATER DEPARTMENT
VEH-02679,2023-10,8.4,0.72,WATER DEPARTMENT
VEH-02680,2024-10,13.6,0.5466666666666666,FIRE DEPARTMENT
VEH-02681,2022-01,5.0,0.8333333333333334,EMR
VEH-02682,2022-11,11.9,0.6033333333333333,PUBLIC WORKS
VEH-02683,2022-12,0.7,0.9766666666666667,WATER DEPARTMENT
VEH-02684,2024-01,13.5,0.55,FIRE DEPARTMENT
VEH-02685,2022-09,0.9,0.97,EMR
VEH-02685,2023-01,1.7,0.9433333333333334,EMR
VEH-02685,2024-11,5.7,0.81,EMR
VEH-02686,2023-08,10.8,0.6399999999999999,WATER DEPARTMENT
VEH-02686,2024-10,11.2,0.6266666666666667,WATER DEPARTMENT
VEH-02687,2022-05,13.8,0.54,WATER DEPARTMENT
VEH-02687,2023-03,9.6,0.6799999999999999,WATER DEPARTMENT
VEH-02688,2022-03,3.1,0.8966666666666667,FIRE DEPARTMENT
VEH-02688,2022-04,3.4,0.8866666666666667,FIRE DEPARTMENT
VEH-02688,2023-06,12.6,0.5800000000000001,FIRE DEPARTMENT
VEH-02689,2024-06,12.3,0.59,FIRE DEPARTMENT
VEH-02690,2022-10,13.5,0.55,FIRE DEPARTMENT
VEH-02690,2023-02,4.8,0.84,FIRE DEPARTMENT
VEH-02690,2023-08,14.5,0.5166666666666666,FIRE DEPARTMENT
VEH-02691,2023-02,14.5,0.5166666666666666,FIRE DEPARTMENT
VEH-02691,2024-02,11.4,0.62,FIRE DEPARTMENT
VEH-02692,2022-04,2.8,0.9066666666666667,POLICE DEPARTMENT
VEH-02692,2022-08,12.0,0.6,POLICE DEPARTMENT
VEH-02692,2024-12,11.8,0.6066666666666667,POLICE DEPARTMENT
VEH-02693,2023-05,8.8,0.7066666666666667,WATER DEPARTMENT
VEH-02694,2022-10,10.8,0.6399999999999999,FIRE DEPARTMENT
VEH-02694,2024-10,11.8,0.6066666666666667,FIRE DEPARTMENT
VEH-02695,2024-06,7.3,0.7566666666666667,PUBLIC WORKS
VEH-02697,2022-03,7.5,0.75,POLICE DEPARTMENT
VEH-02697,2022-11,7.2,0.76,POLICE DEPARTMENT
VEH-02697,2024-11,3.4,0.8866666666666667,POLICE DEPARTMENT
VEH-02698,2022-04,13.3,0.5566666666666666,EMR
VEH-02698,2024-07,14.9,0.5033333333333333,EMR
VEH-02699,2022-07,0.5,0.9833333333333333,POLICE DEPARTMENT
VEH-02699,2023-08,10.5,0.65,POLICE DEPARTMENT
VEH-02700,2022-01,7.8,0.74,POLICE DEPARTMENT
VEH-02700,2024-04,14.1,0.53,POLICE DEPARTMENT
VEH-02700,2024-11,8.8,0.7066666666666667,POLICE DEPARTMENT
VEH-02701,2022-05,5.0,0.8333333333333334,FIRE DEPARTMENT
VEH-02701,2024-01,7.8,0.74,FIRE DEPARTMENT
VEH-02704,2023-08,6.9,0.77,WATER DEPARTMENT
VEH-02704,2024-05,9.2,0.6933333333333334,WATER DEPARTMENT
VEH-02705,2022-09,4.3,0.8566666666666667,POLICE DEPARTMENT
VEH-02708,2023-12,14.8,0.5066666666666666,EMR
VEH-02709,2023-07,6.5,0.7833333333333333,WATER DEPARTMENT
VEH-02710,2022-05,6.6,0.78,EMR
VEH-02710,2024-02,3.2,0.8933333333333333,EMR
VEH-02711,2023-09,20.3,0.32333333333333336,POLICE DEPARTMENT
VEH-02712,2023-03,9.8,0.6733333333333333,FIRE DEPARTMENT
VEH-02714,2023-05,11.2,0.6266666666666667,FIRE DEPARTMENT
VEH-02715,2023-10,11.1,0.63,WATER DEPARTMENT
VEH-02715,2024-12,13.5,0.55,WATER DEPARTMENT
VEH-02716,2022-06,2.2,0.9266666666666666,EMR
VEH-02716,2023-06,7.7,0.7433333333333334,EMR
VEH-02716,2023-11,9.1,0.6966666666666667,EMR
VEH-02717,2024-07,13.0,0.5666666666666667,POLICE DEPARTMENT
VEH-02719,2024-04,5.0,0.8333333333333334,PUBLIC WORKS
VEH-02720,2022-08,6.4,0.7866666666666666,WATER DEPARTMENT
VEH-02720,2024-06,6.3,0.79,WATER DEPARTMENT
VEH-02721,2022-10,5.1,0.8300000000000001,PUBLIC WORKS
VEH-02723,2022-11,6.6,0.78,POLICE DEPARTMENT
VEH-02723,2023-12,10.1,0.6633333333333333,POLICE DEPARTMENT
VEH-02724,2022-11,4.4,0.8533333333333333,FIRE DEPARTMENT
VEH-02724,2022-12,1.3,0.9566666666666667,FIRE DEPARTMENT
VEH-02725,2022-02,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-02725,2024-11,14.0,0.5333333333333333,FIRE DEPARTMENT
VEH-02726,2024-03,13.3,0.5566666666666666,EMR
VEH-02726,2024-12,12.2,0.5933333333333334,EMR
VEH-02727,2022-05,7.7,0.7433333333333334,WATER DEPARTMENT
VEH-02727,2024-10,13.5,0.55,WATER DEPARTMENT
VEH-02728,2023-10,1.6,0.9466666666666667,EMR
VEH-02729,2022-11,9.6,0.6799999999999999,EMR
VEH-02729,2024-03,2.7,0.91,EMR
VEH-02730,2022-06,12.9,0.5700000000000001,FIRE DEPARTMENT
VEH-02730,2024-04,1.0,0.9666666666666667,FIRE DEPARTMENT
VEH-02732,2022-04,5.7,0.81,FIRE DEPARTMENT
VEH-02732,2023-09,4.1,0.8633333333333333,FIRE DEPARTMENT
VEH-02733,2022-07,2.4,0.92,WATER DEPARTMENT
VEH-02733,2023-09,5.1,0.8300000000000001,WATER DEPARTMENT
VEH-02734,2023-11,12.5,0.5833333333333333,PUBLIC WORKS
VEH-02734,2024-10,14.9,0.5033333333333333,PUBLIC WORKS
VEH-02737,2024-03,7.0,0.7666666666666666,PUBLIC WORKS
VEH-02738,2022-05,10.2,0.66,FIRE DEPARTMENT
VEH-02739,2022-01,0.8,0.9733333333333334,PUBLIC WORKS
VEH-02740,2022-12,13.7,0.5433333333333333,WATER DEPARTMENT
VEH-02743,2023-05,6.5,0.7833333333333333,WATER DEPARTMENT
VEH-02744,2024-06,14.6,0.5133333333333334,WATER DEPARTMENT
VEH-02744,2024-10,14.9,0.5033333333333333,WATER DEPARTMENT
VEH-02745,2022-11,13.2,0.56,POLICE DEPARTMENT
VEH-02746,2023-10,12.2,0.5933333333333334,POLICE DEPARTMENT
VEH-02746,2024-10,13.6,0.5466666666666666,POLICE DEPARTMENT
VEH-02748,2024-03,10.1,0.6633333333333333,WATER DEPARTMENT
VEH-02748,2024-10,11.7,0.6100000000000001,WATER DEPARTMENT
VEH-02749,2023-04,7.1,0.7633333333333333,PUBLIC WORKS
VEH-02749,2024-10,12.9,0.5700000000000001,PUBLIC WORKS
VEH-02750,2024-07,11.6,0.6133333333333333,POLICE DEPARTMENT
VEH-02750,2024-09,4.8,0.84,POLICE DEPARTMENT
VEH-02751,2024-04,9.1,0.6966666666666667,FIRE DEPARTMENT
VEH-02752,2023-08,2.9,0.9033333333333333,POLICE DEPARTMENT
VEH-02753,2022-05,2.4,0.92,EMR
VEH-02753,2023-01,9.8,0.6733333333333333,EMR
VEH-02753,2024-05,7.3,0.7566666666666667,EMR
VEH-02754,2022-07,10.3,0.6566666666666666,EMR
VEH-02755,2024-02,14.9,0.5033333333333333,PUBLIC WORKS
VEH-02756,2023-08,10.9,0.6366666666666667,EMR
VEH-02758,2022-02,10.0,0.6666666666666667,PUBLIC WORKS
VEH-02759,2023-03,1.6,0.9466666666666667,POLICE DEPARTMENT
VEH-02759,2023-05,4.7,0.8433333333333333,POLICE DEPARTMENT
VEH-02759,2024-07,9.5,0.6833333333333333,POLICE DEPARTMENT
VEH-02760,2022-05,2.7,0.91,WATER DEPARTMENT
VEH-02760,2022-06,7.7,0.7433333333333334,WATER DEPARTMENT
VEH-02760,2023-03,1.3,0.9566666666666667,WATER DEPARTMENT
VEH-02761,2022-09,6.4,0.7866666666666666,WATER DEPARTMENT
VEH-02761,2024-06,11.0,0.6333333333333333,WATER DEPARTMENT
VEH-02762,2023-02,2.7,0.91,WATER DEPARTMENT
VEH-02763,2023-05,5.3,0.8233333333333334,POLICE DEPARTMENT
VEH-02763,2024-12,1.1,0.9633333333333334,POLICE DEPARTMENT
VEH-02764,2023-09,13.1,0.5633333333333334,FIRE DEPARTMENT
VEH-02764,2024-06,2.1,0.9299999999999999,FIRE DEPARTMENT
VEH-02765,2024-11,13.4,0.5533333333333333,WATER DEPARTMENT
VEH-02766,2024-12,11.3,0.6233333333333333,PUBLIC WORKS
VEH-02767,2022-07,9.2,0.6933333333333334,FIRE DEPARTMENT
VEH-02767,2022-12,12.1,0.5966666666666667,FIRE DEPARTMENT
VEH-02768,2022-05,10.1,0.6633333333333333,EMR
VEH-02768,2022-07,3.3,0.89,EMR
VEH-02769,2024-10,9.4,0.6866666666666666,FIRE DEPARTMENT
VEH-02770,2022-02,8.2,0.7266666666666667,POLICE DEPARTMENT
VEH-02770,2022-07,1.2,0.96,POLICE DEPARTMENT
VEH-02771,2024-01,0.6,0.98,WATER DEPARTMENT
VEH-02772,2022-09,10.0,0.6666666666666667,EMR
VEH-02773,2023-01,3.6,0.88,POLICE DEPARTMENT
VEH-02774,2024-02,8.6,0.7133333333333334,FIRE DEPARTMENT
VEH-02775,2024-09,11.3,0.6233333333333333,FIRE DEPARTMENT
VEH-02775,2024-10,3.1,0.8966666666666667,FIRE DEPARTMENT
